run_id,fmt,code,name,converged,n,p,RSS,R2,AdjR2,RMSE,chi2_red,AIC,AICc,W_AICc,AAD,params,stderr,message,t_b_s,t_E_s,t50_s,q_dyn_mol_per_kg,L_MTZ_m,efficiency
run 3,C,M01,Yoon-Nelson / Thomas / BA (logistic),True,383,2,1.619293699128906,0.9137203851196811,0.9134939294375806,0.06519290372330715,0.004250114695876394,-2089.495205585168,-2089.4636266377997,9.85967654375977e-305,0.13007438544558228,k_YN=0.00212307;tau=507.498,k_YN=7.32681e-05;tau=15.6765,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M02,Clark,True,383,3,1.1471559022307793,0.9388769501756227,0.9385552499133891,0.05487174026646879,0.0030188313216599457,-2219.516958358635,-2219.453633820376,9.85967654375977e-305,0.11078953474012203,r=0.00165464;A=0.0155012;n=1.01,r=0.000110359;A=0.308707;n=0.197811,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M03,Fractal Clark,True,383,4,0.03382838915794194,0.9981975472453584,0.9981832798093058,0.009422760900432751,8.925696347741936e-05,-3567.1096325772064,-3567.0038124713865,1.0734849849195567e-37,0.010619055992903071,r=0.102107;A0=0.0602528;n=1.01;h=0.664065,r=0.0164049;A0=0.601709;n=0.0973787;h=0.0210323,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M04,Modified Dose-Response (Yan),True,383,2,0.13177054062896498,0.9929789688528063,0.9929605409495329,0.018597162077757048,0.0003458544373463648,-3050.320895541031,-3050.2893165936625,6.724636827410161e-150,0.025212114249996184,a=1.1776;t50=342.691,a=0.00992723;t50=3.62129,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M05,"Wolborska (linearised, early)",True,4,2,0.0005384483047085139,0.9501949727012392,0.9252924590518588,0.01640805144903736,0.00026922415235425696,-31.652453703120692,-19.652453703120692,9.85967654375977e-305,0.4406717153014609,slope=0.032465;intercept=-3.60909,slope=0.00699615;intercept=0.333603,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M06,Gudermannian (Hu 2021),True,383,2,1.515155902957295,0.9192690814142479,0.9190571892394821,0.06306177246850536,0.003976787146869541,-2114.95387667093,-2114.9222977235618,9.85967654375977e-305,0.1279618462964105,k=0.00170659;tau=500.773,k=5.8368e-05;tau=15.2943,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M07,Error-Function (Hu 2021),True,383,2,1.7754619340605216,0.9053993898773188,0.9051510943126924,0.06826422984458504,0.004660005076274335,-2054.2321781832584,-2054.20059923589,9.85967654375977e-305,0.13272360365486416,k=0.000920041;tau=515.742,k=3.20512e-05;tau=16.2119,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M08,Tanh (Hu 2019),True,383,2,1.6192936983375228,0.9137203851618478,0.913493929479858,0.06519290370737656,0.0042501146937992725,-2089.4952057723485,-2089.46362682498,9.85967654375977e-305,0.1300722312090707,k=0.0010616;tau=507.491,k=3.66367e-05;tau=15.6759,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M09,Log-Normal (Chu-Hashim),True,383,2,0.05976066788218256,0.9968158170363789,0.9968074596007789,0.012524062706342346,0.00015685214667239517,-3353.164497158114,-3353.1329182107456,3.8843769262161216e-84,0.017955576010262844,a=1.48195;b=5.8158,a=0.00807715;b=0.00742745,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
run 3,C,M10,Fractal Gudermannian (Hu 2024),True,383,3,0.022986936554338692,0.9987752042546367,0.9987687579612401,0.007767442745800442,6.04919383008913e-05,-3717.090984575192,-3717.0276600369334,4.0554862841434496e-05,0.01020516455854719,k0=0.0295392;tau0=335.647;h=0.443444,k0=0.000751437;tau0=1.78574;h=0.00343222,converged,18.267464000000004,3503.0224499999995,328.9984285714286,0.0005552157450877908,0.1055475510783552,0.018353463742732515
