run_id,fmt,code,name,converged,n,p,RSS,R2,AdjR2,RMSE,chi2_red,AIC,AICc,W_AICc,AAD,params,stderr,message,t_b,t_E,t50,q_dyn_mol_per_kg,L_MTZ_m,efficiency
May-20-2026conc5_flow1.5(3),A,M01,Yoon-Nelson / Thomas / BA (logistic),True,863,2,106.15099423435964,0.5902558529383028,0.5897799596199966,0.35112395314139355,0.12328803046963954,-1804.4614939400096,-1804.4475404516375,5.211757196956934e-37,2.2400012705235834,k_YN=0.0977276;tau=1771.24,k_YN=0.0739085;tau=8.71201,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M02,Clark,True,863,3,108.41589425708295,0.5815133109142321,0.5805400860558931,0.3548500759094165,0.12606499332218948,-1784.2417086416874,-1784.2137691771939,2.105118599902633e-41,3.1597921388714827,r=0.0106735;A=999511;n=1.01,r=0.00659248;A=1.48957e+08;n=1.38058,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M03,Fractal Clark,True,863,4,110.77305934431448,0.5724146246031182,0.5709213113013829,0.35868688661542375,0.12895583159990043,-1763.6795332997008,-1763.6329132530807,7.148262430486106e-46,3.986001346969162,r=0.0571803;A0=732764;n=1.07334;h=0.287296,r=4.81002;A0=2.3053e+08;n=2.91288;h=11.1002,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M04,Modified Dose-Response (Yan),True,863,2,125.43074749187727,0.5158357675585985,0.5152734397624993,0.3816809016388109,0.14568031067581563,-1660.4343546547234,-1660.4204011663512,2.7662298080489277e-68,12.285965385574691,a=2.32982;t50=1886.54,a=0.213708;t50=86.9195,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M05,"Wolborska (linearised, early)",True,234,2,0.10957159926504677,0.0011670914189828574,-0.0031382228421421576,0.021732265784828855,0.00047229137614244294,-1789.9605751026777,-1789.9086270507296,3.6299383015622973e-40,1.0624222314149685,slope=8.80717e-05;intercept=-4.13251,slope=7.43219e-05;intercept=0.109642,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M06,Gudermannian (Hu 2021),True,863,2,106.15396574711035,0.590244382862433,0.5897684762223196,0.3511288676596684,0.12329148170396091,-1804.43733609175,-1804.4233826033778,5.1491834497571276e-37,2.2441779633540224,k=0.0817562;tau=1771.21,k=0.0641862;tau=8.62976,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M07,Error-Function (Hu 2021),True,863,2,106.14758907652678,0.5902689968895385,0.5897931188371455,0.3511183213426684,0.12328407558249337,-1804.4891780739704,-1804.4752245855982,5.284400294592742e-37,2.2348889856995133,k=0.0402003;tau=1771.29,k=0.0286627;tau=8.79059,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M08,Tanh (Hu 2019),True,863,2,106.15099420386996,0.5902558530559934,0.5897799597378238,0.351123953090967,0.12328803043422759,-1804.461494187889,-1804.4475406995168,5.2117578429005205e-37,2.2400170981392096,k=0.0488515;tau=1771.24,k=0.0369402;tau=8.71313,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M09,Log-Normal (Chu-Hashim),True,863,2,106.14757243033421,0.5902690611440471,0.5897931831662817,0.35111829381126863,0.12328405624893636,-1804.489313410679,-1804.4753599223068,5.2847578933630125e-37,2.2345927115270907,a=0.00992228;b=7.47943,a=0.00707836;b=0.00496131,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
May-20-2026conc5_flow1.5(3),A,M10,Fractal Gudermannian (Hu 2024),True,863,3,106.1540511968457,0.5902440530254005,0.5892911322184828,0.35112900898205124,0.12343494325214616,-1802.4366414112317,-1802.4087019467381,1.8804250098093813e-37,2.2436510658886615,k0=0.969633;tau0=1771.18;h=0.330547,k0=505.375;tau0=9.84845;h=69.6833,converged,0.0,1800.2208195121952,1770.9560555555556,0.0005889595520890996,0.1625,0.0
