run_id,fmt,code,name,converged,n,p,RSS,R2,AdjR2,RMSE,chi2_red,AIC,AICc,W_AICc,AAD,params,stderr,message,t_b_s,t_E_s,t50_s,q_dyn_mol_per_kg,L_MTZ_m,efficiency
<<<<<<< HEAD
2026-07-08-conc10-flow0.15,D,M01,Yoon-Nelson / Thomas / BA (logistic),True,477,2,2.195239864592579,0.9285056051402223,0.928355090624728,0.06798203887548965,0.0046215576096685865,-2562.8444073363376,-2562.8190908806414,9.85967654375977e-305,0.18786260917850278,k_YN=0.00215963;tau=819.729,k_YN=6.1828e-05;tau=13.1398,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M02,Clark,True,477,3,1.48527701564911,0.9516276179447581,0.9514235150668879,0.05591868185422396,0.003133495813605717,-2747.2035473023234,-2747.1528073446066,9.85967654375977e-305,0.1538928853891001,r=0.00159748;A=0.0244351;n=1.01,r=8.4299e-05;A=0.343402;n=0.139314,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M03,Fractal Clark,True,477,4,0.02330339142164188,0.9992410570276429,0.999236243435852,0.00700426808553063,4.926721230791095e-05,-4727.0229567547585,-4726.938210992047,0.5,0.02762053809229404,r=0.8112;A0=1e+06;n=1.01;h=0.933623,r=0.081436;A0=7.82686e+06;n=0.03958;h=0.0130257,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M04,Modified Dose-Response (Yan),True,477,2,0.1370551039605667,0.9955364004279673,0.9955270033762367,0.016986378689103045,0.0002885370609696141,-3885.8819128671016,-3885.8565964114055,2.2985183681348593e-183,0.0720641420664393,a=1.64743;t50=681.941,a=0.00978656;t50=3.17797,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M05,"Wolborska (linearised, early)",True,9,2,0.001052643187543001,0.9365656809070961,0.9275036353223955,0.012262854407536146,0.0001503775982204287,-77.48307980443188,-75.48307980443188,9.85967654375977e-305,0.5221984044775857,slope=0.020016;intercept=-7.32478,slope=0.00245473;intercept=0.620865,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M06,Gudermannian (Hu 2021),True,477,2,2.0833737213244277,0.9321488526719621,0.9320060081512715,0.0662272597925535,0.004386049939630374,-2587.7928224956754,-2587.7675060399793,9.85967654375977e-305,0.18775070241060518,k=0.00173151;tau=814.007,k=4.97351e-05;tau=12.9598,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M07,Error-Function (Hu 2021),True,477,2,2.3680763045027478,0.9228766819048158,0.9227143170246154,0.07060753358497344,0.004985423798953153,-2526.6941889226173,-2526.668872466921,9.85967654375977e-305,0.18801619006425918,k=0.000938714;tau=826.758,k=2.67266e-05;tau=13.4025,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M08,Tanh (Hu 2019),True,477,2,2.195239863485666,0.9285056051762721,0.9283550906608538,0.06798203885835026,0.004621557607338244,-2562.8444075768566,-2562.8190911211605,9.85967654375977e-305,0.1878619700364429,k=0.00107982;tau=819.728,k=3.09144e-05;tau=13.1398,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
2026-07-08-conc10-flow0.15,D,M09,Log-Normal (Chu-Hashim),True,477,2,0.21183922949726697,0.9931008370589701,0.99308631250541,0.021118175235029284,0.00044597732525740414,-3678.174852070809,-3678.1495356151127,1.8131461017822673e-228,0.08011602036949846,a=1.04098;b=6.52441,a=0.00730828;b=0.00589428,converged,213.09473684210528,4296.3,652.9714285714285,1.3800371806572755,0.1259519513118387,0.1739551996273832
