Raw data,,,C0,40000,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
37:32.9,0,3953381853,,0.04,0,0.0,0,0.0000,0.00,1.0000,,,P,101325,Pa,
37:37.9,0,3953381858,,,5,0.1,0,0.0000,0.00,1.0000,0.0833,,R,8.314,J/molK,
37:42.9,0,3953381863,,,10,0.2,0,0.0000,0.00,1.0000,0.0834,,v,50,ml/min,
37:47.9,0,3953381868,,,15,0.2,0,0.0000,0.00,1.0000,0.0833,,T,296.15,K,
37:52.9,0,3953381873,,,20,0.3,0,0.0000,0.00,1.0000,0.0833,,PV/RT,2057.618517,,
37:57.9,0,3953381878,,,25,0.4,0,0.0000,0.00,1.0000,0.0834,,,,,
38:02.9,0,3953381883,,,30,0.5,0,0.0000,0.00,1.0000,0.0833,,,,,
38:07.9,0,3953381888,,,35,0.6,0,0.0000,0.00,1.0000,0.0832,,,,,
38:12.9,0,3953381893,,,40,0.7,0,0.0000,0.00,1.0000,0.0835,,,,,
38:17.9,0,3953381898,,,45,0.7,0,0.0000,0.00,1.0000,0.0832,,,,,
38:22.9,0,3953381903,,,50,0.8,0,0.0000,0.00,1.0000,0.0835,,,,,
38:27.9,0,3953381908,,,55,0.9,0,0.0000,0.00,1.0000,0.0833,,,,,
38:32.9,0,3953381913,,,60,1.0,0,0.0000,0.00,1.0000,0.0832,,,,,
38:37.9,0,3953381918,,,65,1.1,0,0.0000,0.00,1.0000,0.0834,,,,,
38:42.9,0,3953381923,,,70,1.2,0,0.0000,0.00,1.0000,0.0834,,,,,
38:47.9,0,3953381928,,,75,1.2,0,0.0000,0.00,1.0000,0.0832,,,,,
38:52.9,0,3953381933,,,80,1.3,0,0.0000,0.00,1.0000,0.0834,,,,,
38:57.9,0,3953381938,,,85,1.4,0,0.0000,0.00,1.0000,0.0833,,,,,
39:02.9,0,3953381943,,,90,1.5,0,0.0000,0.00,1.0000,0.0834,,,,,
39:07.9,0,3953381948,,,95,1.6,0,0.0000,0.00,1.0000,0.0832,,,,,
39:12.9,0,3953381953,,,100,1.7,0,0.0000,0.00,1.0000,0.0833,,,,,
39:17.9,0,3953381958,,,105,1.8,0,0.0000,0.00,1.0000,0.0835,,,,,
39:22.9,0,3953381963,,,110,1.8,0,0.0000,0.00,1.0000,0.0833,,,,,
39:27.9,0,3953381968,,,115,1.9,0,0.0000,0.00,1.0000,0.0834,,,,,
39:32.9,0,3953381973,,,120,2.0,0,0.0000,0.00,1.0000,0.0832,,,,,
39:37.9,0,3953381978,,,125,2.1,0,0.0000,0.00,1.0000,0.0833,,,,,
39:42.9,0,3953381983,,,130,2.2,0,0.0000,0.00,1.0000,0.0834,,,,,
39:47.9,0,3953381988,,,135,2.2,0,0.0000,0.00,1.0000,0.0832,,,,,
39:52.9,0,3953381993,,,140,2.3,0,0.0000,0.00,1.0000,0.0833,,,,,
39:57.9,0,3953381998,,,145,2.4,0,0.0000,0.00,1.0000,0.0834,,,,,
40:02.9,0,3953382003,,,150,2.5,0,0.0000,0.00,1.0000,0.0834,,,,,
40:07.9,0,3953382008,,,155,2.6,0,0.0000,0.00,1.0000,0.0834,,,,,
40:12.9,0,3953382013,,,160,2.7,0,0.0000,0.00,1.0000,0.0834,,,,,
40:17.9,0,3953382018,,,165,2.7,0,0.0000,0.00,1.0000,0.0832,,,,,
40:22.9,0,3953382023,,,170,2.8,0,0.0000,0.00,1.0000,0.0833,,,,,
40:27.9,0,3953382028,,,175,2.9,0,0.0000,0.00,1.0000,0.0834,,,,,
40:32.9,0,3953382033,,,180,3.0,0,0.0000,0.00,1.0000,0.0833,,,,,
40:37.9,0,3953382038,,,185,3.1,0,0.0000,0.00,1.0000,0.0834,,,,,
40:42.9,0,3953382043,,,190,3.2,0,0.0000,0.00,1.0000,0.0833,,,,,
40:47.9,0,3953382048,,,195,3.2,0,0.0000,0.00,1.0000,0.0832,,,,,
40:52.9,0,3953382053,,,200,3.3,0,0.0000,0.00,1.0000,0.0836,,,,,
40:57.9,0,3953382058,,,205,3.4,0,0.0000,0.00,1.0000,0.0832,,,,,
41:02.9,0,3953382063,,,210,3.5,0,0.0000,0.00,1.0000,0.0835,,,,,
41:07.9,0,3953382068,,,215,3.6,0,0.0000,0.00,1.0000,0.0832,,,,,
41:12.9,0,3953382073,,,220,3.7,0,0.0000,0.00,1.0000,0.0834,,,,,
41:17.9,0,3953382078,,,225,3.7,0,0.0000,0.00,1.0000,0.0833,,,,,
41:22.9,0,3953382083,,,230,3.8,0,0.0000,0.00,1.0000,0.0832,,,,,
41:27.9,0,3953382088,,,235,3.9,0,0.0000,0.00,1.0000,0.0836,,,,,
41:32.9,0,3953382093,,,240,4.0,0,0.0000,0.00,1.0000,0.0833,,,,,
41:37.9,0,3953382098,,,245,4.1,0,0.0000,0.00,1.0000,0.0831,,,,,
41:42.9,0,3953382103,,,250,4.2,0,0.0000,0.00,1.0000,0.0834,,,,,
41:47.9,0,3953382108,,,255,4.3,0,0.0000,0.00,1.0000,0.0834,,,,,
41:52.9,0,3953382113,,,260,4.3,0,0.0000,0.00,1.0000,0.0834,,,,,
41:57.9,0,3953382118,,,265,4.4,0,0.0000,0.00,1.0000,0.0832,,,,,
42:02.9,0,3953382123,,,270,4.5,0,0.0000,0.00,1.0000,0.0833,,,,,
42:07.9,0,3953382128,,,275,4.6,0,0.0000,0.00,1.0000,0.0833,,,,,
42:12.9,0,3953382133,,,280,4.7,0,0.0000,0.00,1.0000,0.0835,,,,,
42:17.9,0,3953382138,,,285,4.7,0,0.0000,0.00,1.0000,0.0832,,,,,
42:22.9,0,3953382143,,,290,4.8,0,0.0000,0.00,1.0000,0.0835,,,,,
