Raw data,,,C0,40300,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
1:03:01 PM,0,3953365381,,0.0403,0,0.0,0,0.0000,0.00,1.0000,,,P,101325,Pa,
1:03:09 PM,0,3953365389,,,8,0.1,0,0.0000,0.00,1.0000,0.1299,,R,8.314,J/molK,
1:03:16 PM,0,3953365396,,,15,0.3,0,0.0000,0.00,1.0000,0.1260,,v,50,ml/min,
1:03:24 PM,0,3953365404,,,23,0.4,0,0.0000,0.00,1.0000,0.1270,,T,296.15,K,
1:03:32 PM,0,3953365412,,,31,0.5,0,0.0000,0.00,1.0000,0.1293,,PV/RT,2057.618517,,
1:03:39 PM,0,3953365419,,,38,0.6,0,0.0000,0.00,1.0000,0.1279,,,,,
1:03:47 PM,0,3953365427,,,46,0.8,0,0.0000,0.00,1.0000,0.1297,,,,,
1:03:55 PM,0,3953365435,,,54,0.9,0,0.0000,0.00,1.0000,0.1327,,,,,
1:04:03 PM,0,3953365443,,,62,1.0,0,0.0000,0.00,1.0000,0.1291,,,,,
1:04:11 PM,0,3953365451,,,70,1.2,0,0.0000,0.00,1.0000,0.1294,,,,,
1:04:18 PM,0,3953365458,,,78,1.3,0,0.0000,0.00,1.0000,0.1320,,,,,
1:04:26 PM,0,3953365466,,,85,1.4,0,0.0000,0.00,1.0000,0.1315,,,,,
1:04:34 PM,0,3953365474,,,93,1.6,0,0.0000,0.00,1.0000,0.1311,,,,,
1:04:42 PM,0,3953365482,,,102,1.7,0,0.0000,0.00,1.0000,0.1368,,,,,
1:04:50 PM,0,3953365490,,,110,1.8,0,0.0000,0.00,1.0000,0.1337,,,,,
1:04:58 PM,0,3953365498,,,118,2.0,0,0.0000,0.00,1.0000,0.1326,,,,,
1:05:06 PM,0,3953365506,,,126,2.1,0,0.0000,0.00,1.0000,0.1345,,,,,
1:05:15 PM,0,3953365515,,,134,2.2,0,0.0000,0.00,1.0000,0.1361,,,,,
1:05:23 PM,0,3953365523,,,142,2.4,0,0.0000,0.00,1.0000,0.1357,,,,,
1:05:31 PM,0,3953365531,,,150,2.5,0,0.0000,0.00,1.0000,0.1362,,,,,
