Raw data,,,C0,40000,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
3:22:04 PM,0,3953373724,,0.04,0,0.0,0,0.0000,0.00,1.0000,,,P,101325,Pa,
3:22:12 PM,0,3953373732,,,8,0.1,0,0.0000,0.00,1.0000,0.1255,,R,8.314,J/molK,
3:22:19 PM,0,3953373739,,,15,0.3,0,0.0000,0.00,1.0000,0.1256,,v,50,ml/min,
3:22:27 PM,0,3953373747,,,23,0.4,0,0.0000,0.00,1.0000,0.1269,,T,296.15,K,
3:22:35 PM,0,3953373755,,,30,0.5,0,0.0000,0.00,1.0000,0.1292,,PV/RT,2057.618517,,
3:22:42 PM,0,3953373762,,,38,0.6,0,0.0000,0.00,1.0000,0.1283,,,,,
3:22:50 PM,0,3953373770,,,46,0.8,0,0.0000,0.00,1.0000,0.1299,,,,,
3:22:58 PM,0,3953373778,,,54,0.9,0,0.0000,0.00,1.0000,0.1298,,,,,
3:23:06 PM,0,3953373786,,,61,1.0,0,0.0000,0.00,1.0000,0.1298,,,,,
3:23:13 PM,0,3953373793,,,69,1.2,0,0.0000,0.00,1.0000,0.1296,,,,,
3:23:21 PM,0,3953373801,,,77,1.3,0,0.0000,0.00,1.0000,0.1316,,,,,
3:23:29 PM,0,3953373809,,,85,1.4,0,0.0000,0.00,1.0000,0.1302,,,,,
3:23:37 PM,0,3953373817,,,93,1.5,0,0.0000,0.00,1.0000,0.1319,,,,,
3:23:45 PM,0,3953373825,,,101,1.7,0,0.0000,0.00,1.0000,0.1330,,,,,
3:23:53 PM,0,3953373833,,,109,1.8,0,0.0000,0.00,1.0000,0.1351,,,,,
3:24:01 PM,0,3953373841,,,117,2.0,0,0.0000,0.00,1.0000,0.1349,,,,,
3:24:09 PM,0,3953373849,,,125,2.1,0,0.0000,0.00,1.0000,0.1332,,,,,
3:24:17 PM,0,3953373857,,,133,2.2,0,0.0000,0.00,1.0000,0.1360,,,,,
3:24:25 PM,0,3953373865,,,141,2.4,0,0.0000,0.00,1.0000,0.1355,,,,,
3:24:34 PM,0,3953373874,,,150,2.5,0,0.0000,0.00,1.0000,0.1364,,,,,
3:24:42 PM,0,3953373882,,,158,2.6,0,0.0000,0.00,1.0000,0.1384,,,,,
3:24:50 PM,0,3953373890,,,166,2.8,0,0.0000,0.00,1.0000,0.1409,,,,,
3:24:59 PM,0,3953373899,,,175,2.9,0,0.0000,0.00,1.0000,0.1375,,,,,
3:25:07 PM,0,3953373907,,,183,3.0,0,0.0000,0.00,1.0000,0.1390,,,,,
3:25:15 PM,0,3953373915,,,191,3.2,0,0.0000,0.00,1.0000,0.1385,,,,,
3:25:24 PM,0,3953373924,,,199,3.3,0,0.0000,0.00,1.0000,0.1379,,,,,
3:25:32 PM,0,3953373932,,,208,3.5,0,0.0000,0.00,1.0000,0.1399,,,,,
3:25:40 PM,0,3953373940,,,216,3.6,0,0.0000,0.00,1.0000,0.1403,,,,,
3:25:49 PM,0,3953373949,,,225,3.7,0,0.0000,0.00,1.0000,0.1422,,,,,
3:25:57 PM,0,3953373957,,,233,3.9,0,0.0000,0.00,1.0000,0.1413,,,,,
3:26:06 PM,0,3953373966,,,242,4.0,0,0.0000,0.00,1.0000,0.1424,,,,,
3:26:15 PM,0,3953373975,,,250,4.2,0,0.0000,0.00,1.0000,0.1427,,,,,
3:26:23 PM,0,3953373983,,,259,4.3,0,0.0000,0.00,1.0000,0.1423,,,,,
3:26:32 PM,0,3953373992,,,267,4.5,0,0.0000,0.00,1.0000,0.1420,,,,,
3:26:40 PM,0,3953374000,,,276,4.6,0,0.0000,0.00,1.0000,0.1453,,,,,
3:26:49 PM,0,3953374009,,,285,4.8,0,0.0000,0.00,1.0000,0.1476,,,,,
3:26:58 PM,0,3953374018,,,294,4.9,0,0.0000,0.00,1.0000,0.1448,,,,,
3:27:07 PM,0,3953374027,,,303,5.0,0,0.0000,0.00,1.0000,0.1464,,,,,
3:27:16 PM,0,3953374036,,,311,5.2,0,0.0000,0.00,1.0000,0.1479,,,,,
3:27:24 PM,0,3953374044,,,320,5.3,0,0.0000,0.00,1.0000,0.1464,,,,,
3:27:33 PM,0,3953374053,,,329,5.5,0,0.0000,0.00,1.0000,0.1451,,,,,
3:27:42 PM,0,3953374062,,,338,5.6,0,0.0000,0.00,1.0000,0.1469,,,,,
3:27:51 PM,0,3953374071,,,347,5.8,0,0.0000,0.00,1.0000,0.1477,,,,,
3:27:59 PM,0,3953374079,,,355,5.9,0,0.0000,0.00,1.0000,0.1466,,,,,
3:28:08 PM,0,3953374088,,,364,6.1,0,0.0000,0.00,1.0000,0.1486,,,,,
3:28:17 PM,0,3953374097,,,373,6.2,0,0.0000,0.00,1.0000,0.1499,,,,,
3:28:27 PM,0,3953374107,,,382,6.4,0,0.0000,0.00,1.0000,0.1520,,,,,
3:28:36 PM,0,3953374116,,,392,6.5,0,0.0000,0.00,1.0000,0.1524,,,,,
3:28:45 PM,0,3953374125,,,401,6.7,0,0.0000,0.00,1.0000,0.1535,,,,,
3:28:54 PM,0,3953374134,,,410,6.8,0,0.0000,0.00,1.0000,0.1524,,,,,
3:29:03 PM,0,3953374143,,,419,7.0,0,0.0000,0.00,1.0000,0.1529,,,,,
3:29:12 PM,0,3953374152,,,428,7.1,0,0.0000,0.00,1.0000,0.1519,,,,,
3:29:22 PM,0,3953374162,,,438,7.3,0,0.0000,0.00,1.0000,0.1573,,,,,
3:29:31 PM,0,3953374171,,,447,7.4,0,0.0000,0.00,1.0000,0.1513,,,,,
3:29:40 PM,0,3953374180,,,456,7.6,0,0.0000,0.00,1.0000,0.1544,,,,,
3:29:50 PM,0,3953374190,,,465,7.8,0,0.0000,0.00,1.0000,0.1580,,,,,
3:29:59 PM,0,3953374199,,,475,7.9,0,0.0000,0.00,1.0000,0.1539,,,,,
3:30:08 PM,0,3953374208,,,484,8.1,0,0.0000,0.00,1.0000,0.1559,,,,,
3:30:18 PM,0,3953374218,,,494,8.2,0,0.0000,0.00,1.0000,0.1584,,,,,
3:30:27 PM,0,3953374227,,,503,8.4,0,0.0000,0.00,1.0000,0.1560,,,,,
3:30:36 PM,0,3953374236,,,512,8.5,0,0.0000,0.00,1.0000,0.1576,,,,,
3:30:46 PM,0,3953374246,,,522,8.7,0,0.0000,0.00,1.0000,0.1582,,,,,
3:30:55 PM,0,3953374255,,,531,8.9,0,0.0000,0.00,1.0000,0.1577,,,,,
3:31:05 PM,0,3953374265,,,541,9.0,0,0.0000,0.00,1.0000,0.1590,,,,,
3:31:15 PM,0,3953374275,,,551,9.2,0,0.0000,0.00,1.0000,0.1732,,,,,
3:31:25 PM,0,3953374285,,,561,9.3,0,0.0000,0.00,1.0000,0.1598,,,,,
3:31:35 PM,0,3953374295,,,571,9.5,0,0.0000,0.00,1.0000,0.1625,,,,,
3:31:45 PM,0,3953374305,,,581,9.7,0,0.0000,0.00,1.0000,0.1691,,,,,
3:31:55 PM,0,3953374315,,,591,9.8,0,0.0000,0.00,1.0000,0.1647,,,,,
3:32:04 PM,0,3953374324,,,600,10.0,0,0.0000,0.00,1.0000,0.1596,,,,,
3:32:14 PM,0,3953374334,,,610,10.2,0,0.0000,0.00,1.0000,0.1633,,,,,
3:32:24 PM,0,3953374344,,,620,10.3,0,0.0000,0.00,1.0000,0.1635,,,,,
3:32:34 PM,0,3953374354,,,630,10.5,0,0.0000,0.00,1.0000,0.1627,,,,,
3:32:43 PM,0,3953374363,,,639,10.7,0,0.0000,0.00,1.0000,0.1638,,,,,
3:32:53 PM,0,3953374373,,,649,10.8,0,0.0000,0.00,1.0000,0.1666,,,,,
3:33:03 PM,0,3953374384,,,659,11.0,0,0.0000,0.00,1.0000,0.1670,,,,,
3:33:14 PM,0,3953374394,,,669,11.2,0,0.0000,0.00,1.0000,0.1667,,,,,
3:33:23 PM,0,3953374403,,,679,11.3,0,0.0000,0.00,1.0000,0.1659,,,,,
3:33:34 PM,0,3953374414,,,690,11.5,0,0.0000,0.00,1.0000,0.1698,,,,,
3:33:44 PM,0,3953374424,,,700,11.7,0,0.0000,0.00,1.0000,0.1708,,,,,
3:33:54 PM,0,3953374434,,,710,11.8,0,0.0000,0.00,1.0000,0.1659,,,,,
3:34:04 PM,0,3953374444,,,720,12.0,0,0.0000,0.00,1.0000,0.1680,,,,,
3:34:14 PM,0,3953374454,,,730,12.2,0,0.0000,0.00,1.0000,0.1702,,,,,
3:34:24 PM,0,3953374464,,,740,12.3,0,0.0000,0.00,1.0000,0.1703,,,,,
3:34:35 PM,0,3953374475,,,751,12.5,0,0.0000,0.00,1.0000,0.1721,,,,,
3:34:45 PM,0,3953374485,,,761,12.7,0,0.0000,0.00,1.0000,0.1738,,,,,
3:34:56 PM,0,3953374496,,,771,12.9,0,0.0000,0.00,1.0000,0.1739,,,,,
3:35:06 PM,0,3953374506,,,782,13.0,0,0.0000,0.00,1.0000,0.1743,,,,,
3:35:16 PM,0,3953374516,,,792,13.2,0,0.0000,0.00,1.0000,0.1716,,,,,
3:35:27 PM,0,3953374527,,,802,13.4,0,0.0000,0.00,1.0000,0.1708,,,,,
3:35:37 PM,0,3953374537,,,813,13.5,0,0.0000,0.00,1.0000,0.1729,,,,,
3:35:47 PM,0,3953374547,,,823,13.7,0,0.0000,0.00,1.0000,0.1742,,,,,
3:35:58 PM,0,3953374558,,,834,13.9,0,0.0000,0.00,1.0000,0.1746,,,,,
3:36:08 PM,0,3953374568,,,844,14.1,0,0.0000,0.00,1.0000,0.1741,,,,,
3:36:19 PM,0,3953374579,,,855,14.2,0,0.0000,0.00,1.0000,0.1785,,,,,
3:36:30 PM,0,3953374590,,,865,14.4,0,0.0000,0.00,1.0000,0.1771,,,,,
3:36:40 PM,0,3953374600,,,876,14.6,0,0.0000,0.00,1.0000,0.1739,,,,,
3:36:51 PM,0,3953374611,,,886,14.8,0,0.0000,0.00,1.0000,0.1749,,,,,
3:37:01 PM,0,3953374621,,,897,15.0,0,0.0000,0.00,1.0000,0.1785,,,,,
3:37:12 PM,0,3953374632,,,908,15.1,0,0.0000,0.00,1.0000,0.1833,,,,,
3:37:23 PM,0,3953374643,,,919,15.3,0,0.0000,0.00,1.0000,0.1802,,,,,
3:37:34 PM,0,3953374654,,,930,15.5,0,0.0000,0.00,1.0000,0.1808,,,,,
3:37:45 PM,0,3953374665,,,941,15.7,0,0.0000,0.00,1.0000,0.1827,,,,,
3:37:56 PM,0,3953374676,,,952,15.9,0,0.0000,0.00,1.0000,0.1871,,,,,
3:38:07 PM,0,3953374687,,,963,16.0,0,0.0000,0.00,1.0000,0.1823,,,,,
3:38:18 PM,0,3953374698,,,974,16.2,0,0.0000,0.00,1.0000,0.1876,,,,,
3:38:30 PM,0,3953374710,,,985,16.4,0,0.0000,0.00,1.0000,0.1876,,,,,
3:38:41 PM,0,3953374721,,,997,16.6,0,0.0000,0.00,1.0000,0.1868,,,,,
3:38:52 PM,0,3953374732,,,1008,16.8,0,0.0000,0.00,1.0000,0.1872,,,,,
3:39:03 PM,0,3953374743,,,1019,17.0,0,0.0000,0.00,1.0000,0.1875,,,,,
3:39:15 PM,0,3953374755,,,1030,17.2,0,0.0000,0.00,1.0000,0.1890,,,,,
3:39:26 PM,0,3953374766,,,1042,17.4,0,0.0000,0.00,1.0000,0.1910,,,,,
3:39:37 PM,0,3953374777,,,1053,17.6,0,0.0000,0.00,1.0000,0.1889,,,,,
3:39:49 PM,0,3953374789,,,1065,17.7,0,0.0000,0.00,1.0000,0.1880,,,,,
3:40:00 PM,0,3953374800,,,1076,17.9,0,0.0000,0.00,1.0000,0.1863,,,,,
3:40:11 PM,0,3953374811,,,1087,18.1,0,0.0000,0.00,1.0000,0.1923,,,,,
