Raw data,,,C0,41000,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
9:05:02 AM,0,3950672702,,0.041,0,0.0,0,0.0000,0.00,1.0000,,,P,101325,Pa,
9:05:12 AM,0,3950672712,,,10,0.2,0,0.0000,0.00,1.0000,0.1740,,R,8.314,J/molK,
9:05:23 AM,0,3950672723,,,21,0.3,0,0.0000,0.00,1.0000,0.1721,,v,50,ml/min,
9:05:33 AM,0,3950672733,,,31,0.5,0,0.0000,0.00,1.0000,0.1751,,T,296.15,K,
9:05:43 AM,0,3950672743,,,42,0.7,0,0.0000,0.00,1.0000,0.1722,,PV/RT,2057.618517,,
9:05:54 AM,0,3950672754,,,52,0.9,0,0.0000,0.00,1.0000,0.1735,,,,,
9:06:04 AM,0,3950672764,,,62,1.0,0,0.0000,0.00,1.0000,0.1730,,,,,
9:06:15 AM,0,3950672775,,,73,1.2,0,0.0000,0.00,1.0000,0.1765,,,,,
9:06:25 AM,0,3950672785,,,84,1.4,0,0.0000,0.00,1.0000,0.1759,,,,,
9:06:36 AM,0,3950672796,,,94,1.6,0,0.0000,0.00,1.0000,0.1767,,,,,
9:06:46 AM,0,3950672806,,,105,1.7,0,0.0000,0.00,1.0000,0.1755,,,,,
9:06:57 AM,0,3950672817,,,115,1.9,0,0.0000,0.00,1.0000,0.1747,,,,,
9:07:08 AM,0,3950672828,,,126,2.1,0,0.0000,0.00,1.0000,0.1778,,,,,
9:07:18 AM,0,3950672838,,,136,2.3,0,0.0000,0.00,1.0000,0.1775,,,,,
9:07:29 AM,0,3950672849,,,147,2.4,0,0.0000,0.00,1.0000,0.1748,,,,,
9:07:39 AM,0,3950672859,,,158,2.6,0,0.0000,0.00,1.0000,0.1765,,,,,
9:07:50 AM,0,3950672870,,,168,2.8,0,0.0000,0.00,1.0000,0.1774,,,,,
9:08:00 AM,0,3950672880,,,179,3.0,0,0.0000,0.00,1.0000,0.1751,,,,,
9:08:11 AM,0,3950672891,,,189,3.2,0,0.0000,0.00,1.0000,0.1789,,,,,
9:08:22 AM,0,3950672902,,,200,3.3,0,0.0000,0.00,1.0000,0.1794,,,,,
9:08:33 AM,0,3950672913,,,211,3.5,0,0.0000,0.00,1.0000,0.1789,,,,,
9:08:44 AM,0,3950672924,,,222,3.7,0,0.0000,0.00,1.0000,0.1817,,,,,
9:08:55 AM,0,3950672935,,,233,3.9,0,0.0000,0.00,1.0000,0.1825,,,,,
9:09:05 AM,0,3950672945,,,244,4.1,0,0.0000,0.00,1.0000,0.1796,,,,,
9:09:16 AM,0,3950672956,,,254,4.2,0,0.0000,0.00,1.0000,0.1802,,,,,
9:09:27 AM,0,3950672967,,,265,4.4,0,0.0000,0.00,1.0000,0.1790,,,,,
9:09:38 AM,0,3950672978,,,276,4.6,0,0.0000,0.00,1.0000,0.1829,,,,,
9:09:49 AM,0,3950672989,,,287,4.8,0,0.0000,0.00,1.0000,0.1801,,,,,
9:10:00 AM,0,3950673000,,,298,5.0,0,0.0000,0.00,1.0000,0.1826,,,,,
9:10:11 AM,0,3950673011,,,309,5.1,0,0.0000,0.00,1.0000,0.1820,,,,,
9:10:21 AM,0,3950673021,,,320,5.3,0,0.0000,0.00,1.0000,0.1816,,,,,
9:10:32 AM,0,3950673032,,,331,5.5,0,0.0000,0.00,1.0000,0.1816,,,,,
9:10:43 AM,0,3950673043,,,342,5.7,0,0.0000,0.00,1.0000,0.1830,,,,,
9:10:54 AM,0,3950673054,,,353,5.9,0,0.0000,0.00,1.0000,0.1834,,,,,
9:11:05 AM,0,3950673065,,,364,6.1,0,0.0000,0.00,1.0000,0.1832,,,,,
9:11:16 AM,0,3950673076,,,374,6.2,0,0.0000,0.00,1.0000,0.1815,,,,,
9:11:27 AM,0,3950673087,,,386,6.4,0,0.0000,0.00,1.0000,0.1856,,,,,
9:11:38 AM,0,3950673098,,,397,6.6,0,0.0000,0.00,1.0000,0.1838,,,,,
9:11:49 AM,0,3950673109,,,408,6.8,0,0.0000,0.00,1.0000,0.1844,,,,,
9:12:01 AM,0,3950673121,,,419,7.0,0,0.0000,0.00,1.0000,0.1883,,,,,
9:12:12 AM,0,3950673132,,,430,7.2,0,0.0000,0.00,1.0000,0.1860,,,,,
9:12:23 AM,0,3950673143,,,441,7.4,0,0.0000,0.00,1.0000,0.1894,,,,,
9:12:35 AM,0,3950673155,,,453,7.5,0,0.0000,0.00,1.0000,0.1888,,,,,
9:12:46 AM,0,3950673166,,,464,7.7,0,0.0000,0.00,1.0000,0.1900,,,,,
9:12:57 AM,0,3950673177,,,476,7.9,0,0.0000,0.00,1.0000,0.1884,,,,,
9:13:09 AM,0,3950673189,,,487,8.1,0,0.0000,0.00,1.0000,0.1885,,,,,
9:13:20 AM,0,3950673200,,,498,8.3,0,0.0000,0.00,1.0000,0.1888,,,,,
9:13:31 AM,0,3950673211,,,510,8.5,0,0.0000,0.00,1.0000,0.1927,,,,,
9:13:43 AM,0,3950673223,,,521,8.7,0,0.0000,0.00,1.0000,0.1909,,,,,
9:13:54 AM,0,3950673234,,,533,8.9,0,0.0000,0.00,1.0000,0.1913,,,,,
9:14:06 AM,0,3950673246,,,544,9.1,0,0.0000,0.00,1.0000,0.1955,,,,,
9:14:18 AM,0,3950673258,,,556,9.3,0,0.0000,0.00,1.0000,0.1897,,,,,
9:14:29 AM,0,3950673269,,,568,9.5,0,0.0000,0.00,1.0000,0.1963,,,,,
9:14:42 AM,0,3950673282,,,580,9.7,0,0.0000,0.00,1.0000,0.2160,,,,,
9:14:54 AM,0,3950673294,,,592,9.9,0,0.0000,0.00,1.0000,0.1919,,,,,
9:15:06 AM,0,3950673306,,,604,10.1,0,0.0000,0.00,1.0000,0.1973,,,,,
9:15:17 AM,0,3950673317,,,615,10.3,0,0.0000,0.00,1.0000,0.1924,,,,,
9:15:29 AM,0,3950673329,,,627,10.4,0,0.0000,0.00,1.0000,0.1935,,,,,
9:15:41 AM,0,3950673341,,,639,10.6,0,0.0000,0.00,1.0000,0.1960,,,,,
9:15:52 AM,0,3950673352,,,651,10.8,0,0.0000,0.00,1.0000,0.1963,,,,,
9:16:05 AM,0,3950673365,,,663,11.0,0,0.0000,0.00,1.0000,0.2064,,,,,
9:16:17 AM,0,3950673377,,,676,11.3,0,0.0000,0.00,1.0000,0.2101,,,,,
9:16:29 AM,0,3950673389,,,687,11.5,0,0.0000,0.00,1.0000,0.1964,,,,,
9:16:41 AM,0,3950673401,,,700,11.7,0,0.0000,0.00,1.0000,0.2033,,,,,
9:16:53 AM,0,3950673413,,,711,11.9,0,0.0000,0.00,1.0000,0.1967,,,,,
9:17:05 AM,0,3950673425,,,723,12.1,0,0.0000,0.00,1.0000,0.1969,,,,,
9:17:17 AM,0,3950673437,,,735,12.2,0,0.0000,0.00,1.0000,0.1972,,,,,
9:17:29 AM,0,3950673449,,,747,12.4,0,0.0000,0.00,1.0000,0.1985,,,,,
9:17:40 AM,0,3950673460,,,759,12.6,0,0.0000,0.00,1.0000,0.1969,,,,,
9:17:52 AM,0,3950673472,,,770,12.8,0,0.0000,0.00,1.0000,0.1962,,,,,
9:18:04 AM,0,3950673484,,,783,13.0,0,0.0000,0.00,1.0000,0.2035,,,,,
9:18:17 AM,0,3950673497,,,795,13.2,0,0.0000,0.00,1.0000,0.2026,,,,,
9:18:28 AM,0,3950673508,,,806,13.4,0,0.0000,0.00,1.0000,0.1928,,,,,
9:18:40 AM,0,3950673520,,,818,13.6,0,0.0000,0.00,1.0000,0.1944,,,,,
9:18:51 AM,0,3950673531,,,830,13.8,0,0.0000,0.00,1.0000,0.1939,,,,,
9:19:03 AM,0,3950673543,,,841,14.0,0,0.0000,0.00,1.0000,0.1940,,,,,
9:19:15 AM,0,3950673555,,,853,14.2,0,0.0000,0.00,1.0000,0.1954,,,,,
9:19:27 AM,0,3950673567,,,865,14.4,0,0.0000,0.00,1.0000,0.1960,,,,,
9:19:38 AM,0,3950673578,,,876,14.6,0,0.0000,0.00,1.0000,0.1948,,,,,
9:19:50 AM,0,3950673590,,,888,14.8,0,0.0000,0.00,1.0000,0.1977,,,,,
9:20:02 AM,0,3950673602,,,900,15.0,0,0.0000,0.00,1.0000,0.1957,,,,,
9:20:14 AM,0,3950673614,,,912,15.2,0,0.0000,0.00,1.0000,0.1966,,,,,
9:20:25 AM,0,3950673625,,,924,15.4,0,0.0000,0.00,1.0000,0.1967,,,,,
9:20:37 AM,0,3950673637,,,936,15.6,0,0.0000,0.00,1.0000,0.1976,,,,,
9:20:49 AM,0,3950673649,,,947,15.8,0,0.0000,0.00,1.0000,0.1989,,,,,
9:21:01 AM,0,3950673661,,,959,16.0,0,0.0000,0.00,1.0000,0.1992,,,,,
9:21:13 AM,0,3950673673,,,971,16.2,0,0.0000,0.00,1.0000,0.1955,,,,,
9:21:25 AM,0,3950673685,,,983,16.4,0,0.0000,0.00,1.0000,0.1963,,,,,
