Raw data,,,C0,39900,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
11:30:02 AM,0,3948262201.99,,0.0399,0,0.0,0,0.0000,0.00,1.0000,,,P,101325,Pa,
11:30:07 AM,0,3948262207.00,,,5,0.1,0,0.0000,0.00,1.0000,0.0835,,R,8.314,J/molK,
11:30:12 AM,0,3948262212.00,,,10,0.2,0,0.0000,0.00,1.0000,0.0832,,v,50,ml/min,
11:30:17 AM,0,3948262217.00,,,15,0.3,0,0.0000,0.00,1.0000,0.0833,,T,296.15,K,
11:30:22 AM,0,3948262222.00,,,20,0.3,0,0.0000,0.00,1.0000,0.0835,,PV/RT,2057.618517,,
11:30:27 AM,0,3948262227.00,,,25,0.4,0,0.0000,0.00,1.0000,0.0833,,,,,
11:30:32 AM,0,3948262232.00,,,30,0.5,0,0.0000,0.00,1.0000,0.0833,,,,,
11:30:37 AM,0,3948262237.00,,,35,0.6,0,0.0000,0.00,1.0000,0.0834,,,,,
11:30:42 AM,0,3948262242.00,,,40,0.7,0,0.0000,0.00,1.0000,0.0832,,,,,
11:30:47 AM,0,3948262247.00,,,45,0.8,0,0.0000,0.00,1.0000,0.0834,,,,,
11:30:52 AM,0,3948262252.00,,,50,0.8,0,0.0000,0.00,1.0000,0.0833,,,,,
11:30:57 AM,0,3948262257.00,,,55,0.9,0,0.0000,0.00,1.0000,0.0834,,,,,
11:31:02 AM,0,3948262262.00,,,60,1.0,0,0.0000,0.00,1.0000,0.0833,,,,,
11:31:07 AM,0,3948262267.00,,,65,1.1,0,0.0000,0.00,1.0000,0.0833,,,,,
11:31:12 AM,0,3948262272.00,,,70,1.2,0,0.0000,0.00,1.0000,0.0834,,,,,
11:31:17 AM,0,3948262277.00,,,75,1.3,0,0.0000,0.00,1.0000,0.0832,,,,,
11:31:22 AM,0,3948262282.00,,,80,1.3,0,0.0000,0.00,1.0000,0.0835,,,,,
11:31:27 AM,0,3948262287.00,,,85,1.4,0,0.0000,0.00,1.0000,0.0833,,,,,
11:31:32 AM,0,3948262292.00,,,90,1.5,0,0.0000,0.00,1.0000,0.0833,,,,,
11:31:37 AM,0,3948262297.00,,,95,1.6,0,0.0000,0.00,1.0000,0.0834,,,,,
11:31:42 AM,0,3948262302.00,,,100,1.7,0,0.0000,0.00,1.0000,0.0833,,,,,
11:31:47 AM,0,3948262307.00,,,105,1.8,0,0.0000,0.00,1.0000,0.0833,,,,,
11:31:52 AM,0,3948262312.00,,,110,1.8,0,0.0000,0.00,1.0000,0.0833,,,,,
11:31:57 AM,0,3948262316.99,,,115,1.9,0,0.0000,0.00,1.0000,0.0832,,,,,
11:32:02 AM,0,3948262322.00,,,120,2.0,0,0.0000,0.00,1.0000,0.0835,,,,,
11:32:07 AM,0,3948262327.00,,,125,2.1,0,0.0000,0.00,1.0000,0.0834,,,,,
11:32:12 AM,0,3948262332.00,,,130,2.2,0,0.0000,0.00,1.0000,0.0832,,,,,
11:32:17 AM,0,3948262337.00,,,135,2.3,0,0.0000,0.00,1.0000,0.0834,,,,,
11:32:22 AM,0,3948262342.00,,,140,2.3,0,0.0000,0.00,1.0000,0.0833,,,,,
11:32:27 AM,0,3948262347.00,,,145,2.4,0,0.0000,0.00,1.0000,0.0834,,,,,
11:32:32 AM,0,3948262352.00,,,150,2.5,0,0.0000,0.00,1.0000,0.0833,,,,,
11:32:37 AM,0,3948262357.00,,,155,2.6,0,0.0000,0.00,1.0000,0.0833,,,,,
11:32:42 AM,0,3948262362.00,,,160,2.7,0,0.0000,0.00,1.0000,0.0834,,,,,
11:32:47 AM,0,3948262367.00,,,165,2.8,0,0.0000,0.00,1.0000,0.0833,,,,,
11:32:52 AM,0,3948262372.00,,,170,2.8,0,0.0000,0.00,1.0000,0.0834,,,,,
11:32:57 AM,0,3948262377.00,,,175,2.9,0,0.0000,0.00,1.0000,0.0833,,,,,
11:33:02 AM,0,3948262382.00,,,180,3.0,0,0.0000,0.00,1.0000,0.0833,,,,,
11:33:07 AM,0,3948262387.00,,,185,3.1,0,0.0000,0.00,1.0000,0.0833,,,,,
11:33:12 AM,0,3948262392.00,,,190,3.2,0,0.0000,0.00,1.0000,0.0833,,,,,
11:33:17 AM,0,3948262397.00,,,195,3.3,0,0.0000,0.00,1.0000,0.0833,,,,,
11:33:22 AM,0,3948262402.00,,,200,3.3,0,0.0000,0.00,1.0000,0.0833,,,,,
11:33:27 AM,0,3948262407.00,,,205,3.4,0,0.0000,0.00,1.0000,0.0834,,,,,
11:33:32 AM,0,3948262412.01,,,210,3.5,0,0.0000,0.00,1.0000,0.0834,,,,,
11:33:37 AM,0,3948262417.00,,,215,3.6,0,0.0000,0.00,1.0000,0.0832,,,,,
11:33:42 AM,0,3948262422.00,,,220,3.7,0,0.0000,0.00,1.0000,0.0833,,,,,
