Raw data,,,C0,40300,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
48:36.7,27500,3948281316.73,,,810,13.5,27500,0.6824,2.75,0.3176,0.0662,,,,,
48:49.4,27500,3948281329.43,,,822,13.7,27500,0.6824,2.75,0.3176,0.0672,,,,,
49:02.2,27900,3948281342.24,,,835,13.9,27900,0.6923,2.79,0.3077,0.0657,,,,,
49:15.0,28200,3948281355.02,,,848,14.1,28200,0.6998,2.82,0.3002,0.0640,,,,,
49:27.9,28500,3948281367.92,,,861,14.3,28500,0.7072,2.85,0.2928,0.0629,,,,,
49:40.8,28500,3948281380.77,,,874,14.6,28500,0.7072,2.85,0.2928,0.0627,,,,,
49:53.8,28700,3948281393.76,,,887,14.8,28700,0.7122,2.87,0.2878,0.0623,,,,,
50:06.7,28700,3948281406.66,,,900,15.0,28700,0.7122,2.87,0.2878,0.0619,,,,,
50:19.6,29000,3948281419.60,,,913,15.2,29000,0.7196,2.90,0.2804,0.0605,,,,,
50:32.6,29100,3948281432.62,,,926,15.4,29100,0.7221,2.91,0.2779,0.0603,,,,,
50:45.6,29400,3948281445.63,,,939,15.6,29400,0.7295,2.94,0.2705,0.0587,,,,,
50:58.8,29600,3948281458.78,,,952,15.9,29600,0.7345,2.96,0.2655,0.0582,,,,,
51:12.0,29700,3948281471.98,,,965,16.1,29700,0.7370,2.97,0.2630,0.0578,,,,,
51:25.0,29700,3948281484.99,,,978,16.3,29700,0.7370,2.97,0.2630,0.0571,,,,,
51:38.3,30000,3948281498.31,,,991,16.5,30000,0.7444,3.00,0.2556,0.0567,,,,,
51:51.3,30100,3948281511.29,,,1004,16.7,30100,0.7469,3.01,0.2531,0.0548,,,,,
52:04.5,30300,3948281524.47,,,1017,17.0,30300,0.7519,3.03,0.2481,0.0545,,,,,
52:17.8,30300,3948281537.78,,,1031,17.2,30300,0.7519,3.03,0.2481,0.0550,,,,,
52:30.8,30700,3948281550.84,,,1044,17.4,30700,0.7618,3.07,0.2382,0.0519,,,,,
52:44.2,30600,3948281564.18,,,1057,17.6,30600,0.7593,3.06,0.2407,0.0535,,,,,
52:57.7,30700,3948281577.71,,,1071,17.8,30700,0.7618,3.07,0.2382,0.0537,,,,,
53:11.2,31000,3948281591.17,,,1084,18.1,31000,0.7692,3.10,0.2308,0.0518,,,,,
53:24.5,30900,3948281604.49,,,1098,18.3,30900,0.7667,3.09,0.2333,0.0518,,,,,
53:37.9,31000,3948281617.91,,,1111,18.5,31000,0.7692,3.10,0.2308,0.0516,,,,,
53:51.5,31200,3948281631.53,,,1125,18.7,31200,0.7742,3.12,0.2258,0.0513,,,,,
54:05.3,31000,3948281645.29,,,1138,19.0,31000,0.7692,3.10,0.2308,0.0529,,,,,
54:18.9,31100,3948281658.86,,,1152,19.2,31100,0.7717,3.11,0.2283,0.0517,,,,,
54:32.4,31300,3948281672.42,,,1165,19.4,31300,0.7767,3.13,0.2233,0.0505,,,,,
54:46.2,31400,3948281686.22,,,1179,19.7,31400,0.7792,3.14,0.2208,0.0508,,,,,
55:00.1,31300,3948281700.09,,,1193,19.9,31300,0.7767,3.13,0.2233,0.0516,,,,,
55:13.9,31500,3948281713.91,,,1207,20.1,31500,0.7816,3.15,0.2184,0.0503,,,,,
55:27.6,31500,3948281727.64,,,1221,20.3,31500,0.7816,3.15,0.2184,0.0500,,,,,
55:41.5,31600,3948281741.48,,,1235,20.6,31600,0.7841,3.16,0.2159,0.0498,,,,,
55:55.4,31800,3948281755.42,,,1248,20.8,31800,0.7891,3.18,0.2109,0.0490,,,,,
56:09.5,31700,3948281769.52,,,1263,21.0,31700,0.7866,3.17,0.2134,0.0501,,,,,
56:23.4,31700,3948281783.45,,,1276,21.3,31700,0.7866,3.17,0.2134,0.0495,,,,,
56:37.6,31700,3948281797.59,,,1291,21.5,31700,0.7866,3.17,0.2134,0.0503,,,,,
56:51.9,32100,3948281811.88,,,1305,21.7,32100,0.7965,3.21,0.2035,0.0484,,,,,
57:05.9,32000,3948281825.92,,,1319,22.0,32000,0.7940,3.20,0.2060,0.0482,,,,,
57:19.8,32100,3948281839.81,,,1333,22.2,32100,0.7965,3.21,0.2035,0.0471,,,,,
57:33.8,32100,3948281853.80,,,1347,22.4,32100,0.7965,3.21,0.2035,0.0474,,,,,
57:48.6,32100,3948281868.61,,,1362,22.7,32100,0.7965,3.21,0.2035,0.0502,,,,,
58:03.0,32200,3948281882.96,,,1376,22.9,32200,0.7990,3.22,0.2010,0.0481,,,,,
58:17.4,32400,3948281897.44,,,1390,23.2,32400,0.8040,3.24,0.1960,0.0473,,,,,
58:31.7,32200,3948281911.70,,,1405,23.4,32200,0.7990,3.22,0.2010,0.0478,,,,,
58:46.2,32100,3948281926.17,,,1419,23.7,32100,0.7965,3.21,0.2035,0.0491,,,,,
59:00.6,32400,3948281940.65,,,1434,23.9,32400,0.8040,3.24,0.1960,0.0473,,,,,
59:15.2,32200,3948281955.25,,,1448,24.1,32200,0.7990,3.22,0.2010,0.0489,,,,,
59:29.8,32400,3948281969.76,,,1463,24.4,32400,0.8040,3.24,0.1960,0.0474,,,,,
59:44.3,32500,3948281984.34,,,1477,24.6,32500,0.8065,3.25,0.1935,0.0470,,,,,
59:59.1,32600,3948281999.11,,,1492,24.9,32600,0.8089,3.26,0.1911,0.0470,,,,,
00:14.1,32700,3948282014.06,,,1507,25.1,32700,0.8114,3.27,0.1886,0.0470,,,,,
00:28.8,32600,3948282028.83,,,1522,25.4,32600,0.8089,3.26,0.1911,0.0470,time,0.95,38285,0.038285,0.05
00:43.6,32700,3948282043.65,,,1537,25.6,32700,0.8114,3.27,0.1886,0.0466,39.40620061,0.05,0.702097531,,
00:58.7,32900,3948282058.68,,,1552,25.9,32900,0.8164,3.29,0.1836,0.0460,67.34776675,13.88226122,,,
01:13.7,32700,3948282073.67,,,1567,26.1,32700,0.8114,3.27,0.1886,0.0471,,,,,
01:28.4,32700,3948282088.39,,,1581,26.4,32700,0.8114,3.27,0.1886,0.0463,,,,,
01:43.3,32700,3948282103.33,,,1596,26.6,32700,0.8114,3.27,0.1886,0.0470,,,,,
01:58.4,32900,3948282118.39,,,1611,26.9,32900,0.8164,3.29,0.1836,0.0461,,,,,
02:13.4,32900,3948282133.39,,,1626,27.1,32900,0.8164,3.29,0.1836,0.0459,,,,,
02:28.5,33000,3948282148.47,,,1641,27.4,33000,0.8189,3.30,0.1811,0.0455,,,,,
02:43.7,33000,3948282163.66,,,1657,27.6,33000,0.8189,3.30,0.1811,0.0459,,,,,
02:59.0,32900,3948282179.00,,,1672,27.9,32900,0.8164,3.29,0.1836,0.0469,,,,,
03:14.4,33100,3948282194.39,,,1687,28.1,33100,0.8213,3.31,0.1787,0.0458,,,,,
03:29.5,33100,3948282209.54,,,1703,28.4,33100,0.8213,3.31,0.1787,0.0451,,,,,
03:44.8,33100,3948282224.77,,,1718,28.6,33100,0.8213,3.31,0.1787,0.0453,,,,,
04:00.2,33100,3948282240.20,,,1733,28.9,33100,0.8213,3.31,0.1787,0.0459,,,,,
04:15.5,33000,3948282255.50,,,1749,29.1,33000,0.8189,3.30,0.1811,0.0462,,,,,
04:30.9,33200,3948282270.87,,,1764,29.4,33200,0.8238,3.32,0.1762,0.0451,,,,,
04:46.4,33200,3948282286.42,,,1779,29.7,33200,0.8238,3.32,0.1762,0.0457,,,,,
05:02.0,33200,3948282302.05,,,1795,29.9,33200,0.8238,3.32,0.1762,0.0459,,,,,
05:17.7,33000,3948282317.74,,,1811,30.2,33000,0.8189,3.30,0.1811,0.0474,,,,,
05:33.5,33100,3948282333.46,,,1826,30.4,33100,0.8213,3.31,0.1787,0.0468,,,,,
05:49.5,33100,3948282349.47,,,1842,30.7,33100,0.8213,3.31,0.1787,0.0477,,,,,
06:06.3,33200,3948282366.27,,,1859,31.0,33200,0.8238,3.32,0.1762,0.0493,,,,,
06:22.0,33200,3948282382.02,,,1875,31.3,33200,0.8238,3.32,0.1762,0.0462,,,,,
06:37.7,33100,3948282397.74,,,1891,31.5,33100,0.8213,3.31,0.1787,0.0468,,,,,
06:54.1,33100,3948282414.07,,,1907,31.8,33100,0.8213,3.31,0.1787,0.0486,,,,,
07:10.1,33400,3948282430.06,,,1923,32.1,33400,0.8288,3.34,0.1712,0.0456,,,,,
07:26.1,33100,3948282446.07,,,1939,32.3,33100,0.8213,3.31,0.1787,0.0477,,,,,
07:42.4,33100,3948282462.45,,,1955,32.6,33100,0.8213,3.31,0.1787,0.0488,,,,,
07:58.5,33400,3948282478.53,,,1972,32.9,33400,0.8288,3.34,0.1712,0.0459,,,,,
08:14.9,33400,3948282494.92,,,1988,33.1,33400,0.8288,3.34,0.1712,0.0467,,,,,
08:31.2,33100,3948282511.24,,,2004,33.4,33100,0.8213,3.31,0.1787,0.0486,,,,,
08:47.4,33400,3948282527.36,,,2020,33.7,33400,0.8288,3.34,0.1712,0.0460,,,,,
09:03.8,33200,3948282543.81,,,2037,33.9,33200,0.8238,3.32,0.1762,0.0483,,,,,
09:20.0,33400,3948282559.95,,,2053,34.2,33400,0.8288,3.34,0.1712,0.0461,,,,,
09:36.2,33400,3948282576.17,,,2069,34.5,33400,0.8288,3.34,0.1712,0.0463,,,,,
09:52.6,33600,3948282592.61,,,2086,34.8,33600,0.8337,3.36,0.1663,0.0456,,,,,
10:09.3,33300,3948282609.33,,,2102,35.0,33300,0.8263,3.33,0.1737,0.0484,,,,,
10:25.7,33300,3948282625.68,,,2119,35.3,33300,0.8263,3.33,0.1737,0.0473,,,,,
10:42.1,33300,3948282642.12,,,2135,35.6,33300,0.8263,3.33,0.1737,0.0476,,,,,
10:58.6,33200,3948282658.58,,,2152,35.9,33200,0.8238,3.32,0.1762,0.0483,,,,,
11:15.3,33300,3948282675.31,,,2168,36.1,33300,0.8263,3.33,0.1737,0.0484,,,,,
11:31.9,33400,3948282691.93,,,2185,36.4,33400,0.8288,3.34,0.1712,0.0474,,,,,
11:48.6,33600,3948282708.56,,,2202,36.7,33600,0.8337,3.36,0.1663,0.0461,,,,,
12:05.3,33500,3948282725.30,,,2218,37.0,33500,0.8313,3.35,0.1687,0.0471,,,,,
12:22.0,33300,3948282742.04,,,2235,37.3,33300,0.8263,3.33,0.1737,0.0485,,,,,
12:38.8,33400,3948282758.81,,,2252,37.5,33400,0.8288,3.34,0.1712,0.0478,,,,,
12:55.8,33400,3948282775.78,,,2269,37.8,33400,0.8288,3.34,0.1712,0.0484,,,,,
13:12.7,33600,3948282792.71,,,2286,38.1,33600,0.8337,3.36,0.1663,0.0469,,,,,
13:29.6,33400,3948282809.58,,,2303,38.4,33400,0.8288,3.34,0.1712,0.0481,,,,,
13:46.5,33500,3948282826.52,,,2320,38.7,33500,0.8313,3.35,0.1687,0.0476,,,,,
14:03.4,33600,3948282843.42,,,2336,38.9,33600,0.8337,3.36,0.1663,0.0468,,,,,
14:20.5,33400,3948282860.48,,,2354,39.2,33400,0.8288,3.34,0.1712,0.0487,,,,,
14:37.5,33600,3948282877.52,,,2371,39.5,33600,0.8337,3.36,0.1663,0.0472,,,,,
14:54.6,33500,3948282894.59,,,2388,39.8,33500,0.8313,3.35,0.1687,0.0480,,,,,
15:11.8,33500,3948282911.84,,,2405,40.1,33500,0.8313,3.35,0.1687,0.0485,,,,,
15:28.9,33600,3948282928.93,,,2422,40.4,33600,0.8337,3.36,0.1663,0.0473,,,,,
15:46.1,33600,3948282946.11,,,2439,40.7,33600,0.8337,3.36,0.1663,0.0476,,,,,
16:03.6,33700,3948282963.56,,,2457,40.9,33700,0.8362,3.37,0.1638,0.0476,,,,,
16:20.7,33700,3948282980.72,,,2474,41.2,33700,0.8362,3.37,0.1638,0.0468,,,,,
16:37.9,33600,3948282997.87,,,2491,41.5,33600,0.8337,3.36,0.1663,0.0475,,,,,
16:55.2,33500,3948283015.17,,,2508,41.8,33500,0.8313,3.35,0.1687,0.0487,,,,,
17:12.6,33700,3948283032.61,,,2526,42.1,33700,0.8362,3.37,0.1638,0.0476,,,,,
17:30.2,33600,3948283050.22,,,2543,42.4,33600,0.8337,3.36,0.1663,0.0488,,,,,
17:48.4,33700,3948283068.38,,,2561,42.7,33700,0.8362,3.37,0.1638,0.0496,,,,,
18:06.1,33700,3948283086.10,,,2579,43.0,33700,0.8362,3.37,0.1638,0.0484,,,,,
18:23.6,33500,3948283103.55,,,2597,43.3,33500,0.8313,3.35,0.1687,0.0491,,,,,
18:41.1,33600,3948283121.07,,,2614,43.6,33600,0.8337,3.36,0.1663,0.0485,,,,,
18:58.6,33300,3948283138.56,,,2632,43.9,33300,0.8263,3.33,0.1737,0.0506,,,,,
19:16.3,33600,3948283156.34,,,2649,44.2,33600,0.8337,3.36,0.1663,0.0493,,,,,
19:34.0,33600,3948283174.02,,,2667,44.5,33600,0.8337,3.36,0.1663,0.0490,,,,,
19:51.8,33700,3948283191.79,,,2685,44.7,33700,0.8362,3.37,0.1638,0.0485,,,,,
20:09.7,33600,3948283209.72,,,2703,45.0,33600,0.8337,3.36,0.1663,0.0497,,,,,
20:27.5,33500,3948283227.55,,,2721,45.3,33500,0.8313,3.35,0.1687,0.0501,,,,,
20:45.7,33600,3948283245.66,,,2739,45.6,33600,0.8337,3.36,0.1663,0.0502,,,,,
21:03.7,33600,3948283263.74,,,2757,45.9,33600,0.8337,3.36,0.1663,0.0501,,,,,
21:21.7,33400,3948283281.70,,,2775,46.2,33400,0.8288,3.34,0.1712,0.0513,,,,,
21:39.5,33700,3948283299.51,,,2793,46.5,33700,0.8362,3.37,0.1638,0.0486,,,,,
21:57.6,33700,3948283317.56,,,2811,46.8,33700,0.8362,3.37,0.1638,0.0493,,,,,
22:15.7,33400,3948283335.67,,,2829,47.1,33400,0.8288,3.34,0.1712,0.0517,,,,,
22:33.8,34100,3948283353.81,,,2847,47.4,34100,0.8462,3.41,0.1538,0.0465,,,,,
22:52.0,33700,3948283372.04,,,2865,47.8,33700,0.8362,3.37,0.1638,0.0498,,,,,
23:10.4,33600,3948283390.36,,,2883,48.1,33600,0.8337,3.36,0.1663,0.0507,,,,,
23:28.6,33800,3948283408.56,,,2902,48.4,33800,0.8387,3.38,0.1613,0.0489,,,,,
23:46.8,33700,3948283426.84,,,2920,48.7,33700,0.8362,3.37,0.1638,0.0499,,,,,
24:05.2,33700,3948283445.22,,,2938,49.0,33700,0.8362,3.37,0.1638,0.0502,,,,,
24:23.5,33900,3948283463.55,,,2957,49.3,33900,0.8412,3.39,0.1588,0.0485,,,,,
24:41.9,33700,3948283481.93,,,2975,49.6,33700,0.8362,3.37,0.1638,0.0502,,,,,
25:00.6,34000,3948283500.58,,,2994,49.9,34000,0.8437,3.40,0.1563,0.0486,,,,,
25:19.0,33900,3948283519.01,,,3012,50.2,33900,0.8412,3.39,0.1588,0.0488,,,,,
25:37.9,33800,3948283537.87,,,3031,50.5,33800,0.8387,3.38,0.1613,0.0507,,,,,
25:56.8,33800,3948283556.82,,,3050,50.8,33800,0.8387,3.38,0.1613,0.0509,,,,,
26:15.9,33800,3948283575.89,,,3069,51.1,33800,0.8387,3.38,0.1613,0.0513,,,,,
26:34.6,34100,3948283594.57,,,3088,51.5,34100,0.8462,3.41,0.1538,0.0479,,,,,
26:53.2,33800,3948283613.22,,,3106,51.8,33800,0.8387,3.38,0.1613,0.0501,,,,,
27:12.1,33700,3948283632.10,,,3125,52.1,33700,0.8362,3.37,0.1638,0.0515,,,,,
27:30.8,34000,3948283650.79,,,3144,52.4,34000,0.8437,3.40,0.1563,0.0487,,,,,
27:50.1,33900,3948283670.12,,,3163,52.7,33900,0.8412,3.39,0.1588,0.0512,,,,,
28:09.0,33900,3948283688.96,,,3182,53.0,33900,0.8412,3.39,0.1588,0.0499,,,,,
28:27.7,33900,3948283707.68,,,3201,53.3,33900,0.8412,3.39,0.1588,0.0495,,,,,
28:46.4,33800,3948283726.45,,,3219,53.7,33800,0.8387,3.38,0.1613,0.0504,,,,,
29:05.6,33900,3948283745.63,,,3239,54.0,33900,0.8412,3.39,0.1588,0.0508,,,,,
29:24.6,34100,3948283764.56,,,3258,54.3,34100,0.8462,3.41,0.1538,0.0486,,,,,
29:43.6,33900,3948283783.59,,,3277,54.6,33900,0.8412,3.39,0.1588,0.0504,,,,,
30:02.9,33900,3948283802.92,,,3296,54.9,33900,0.8412,3.39,0.1588,0.0512,,,,,
30:21.8,33700,3948283821.85,,,3315,55.2,33700,0.8362,3.37,0.1638,0.0517,,,,,
30:40.9,33700,3948283840.88,,,3334,55.6,33700,0.8362,3.37,0.1638,0.0519,,,,,
30:59.9,34200,3948283859.87,,,3353,55.9,34200,0.8486,3.42,0.1514,0.0479,,,,,
31:18.9,34000,3948283878.86,,,3372,56.2,34000,0.8437,3.40,0.1563,0.0495,,,,,
31:37.8,34000,3948283897.79,,,3391,56.5,34000,0.8437,3.40,0.1563,0.0493,,,,,
31:56.8,34100,3948283916.79,,,3410,56.8,34100,0.8462,3.41,0.1538,0.0487,,,,,
32:16.2,33900,3948283936.24,,,3429,57.2,33900,0.8412,3.39,0.1588,0.0515,,,,,
32:35.2,34100,3948283955.25,,,3448,57.5,34100,0.8462,3.41,0.1538,0.0488,,,,,
32:54.8,34100,3948283974.76,,,3468,57.8,34100,0.8462,3.41,0.1538,0.0500,,,,,
33:14.6,33900,3948283994.59,,,3488,58.1,33900,0.8412,3.39,0.1588,0.0525,,,,,
33:34.0,33900,3948284013.99,,,3507,58.5,33900,0.8412,3.39,0.1588,0.0513,,,,,
33:53.3,34200,3948284033.30,,,3526,58.8,34200,0.8486,3.42,0.1514,0.0487,,,,,
34:12.8,33900,3948284052.76,,,3546,59.1,33900,0.8412,3.39,0.1588,0.0515,,,,,
34:32.2,33700,3948284072.22,,,3565,59.4,33700,0.8362,3.37,0.1638,0.0531,,,,,
34:51.9,33900,3948284091.92,,,3585,59.7,33900,0.8412,3.39,0.1588,0.0521,,,,,
35:11.7,34100,3948284111.74,,,3605,60.1,34100,0.8462,3.41,0.1538,0.0508,,,,,
35:31.3,33800,3948284131.32,,,3624,60.4,33800,0.8387,3.38,0.1613,0.0526,,,,,
35:51.4,33800,3948284151.45,,,3644,60.7,33800,0.8387,3.38,0.1613,0.0541,,,,,
36:11.2,34100,3948284171.22,,,3664,61.1,34100,0.8462,3.41,0.1538,0.0507,,,,,
36:31.0,34100,3948284191.04,,,3684,61.4,34100,0.8462,3.41,0.1538,0.0508,,,,,
36:50.9,34100,3948284210.92,,,3704,61.7,34100,0.8462,3.41,0.1538,0.0510,,,,,
37:11.5,33900,3948284231.51,,,3725,62.1,33900,0.8412,3.39,0.1588,0.0545,,,,,
37:31.6,34100,3948284251.62,,,3745,62.4,34100,0.8462,3.41,0.1538,0.0516,,,,,
37:52.1,33800,3948284272.14,,,3765,62.8,33800,0.8387,3.38,0.1613,0.0552,,,,,
38:12.3,34100,3948284292.33,,,3785,63.1,34100,0.8462,3.41,0.1538,0.0518,,,,,
38:32.4,33900,3948284312.36,,,3805,63.4,33900,0.8412,3.39,0.1588,0.0530,,,,,
38:52.5,33900,3948284332.54,,,3826,63.8,33900,0.8412,3.39,0.1588,0.0534,,,,,
39:12.8,34000,3948284352.78,,,3846,64.1,34000,0.8437,3.40,0.1563,0.0527,,,,,
39:32.8,33900,3948284372.80,,,3866,64.4,33900,0.8412,3.39,0.1588,0.0530,,,,,
40:07.5,34100,3948284407.48,,,3901,65.0,34100,0.8462,3.41,0.1538,0.0889,,,,,
40:28.1,34100,3948284428.15,,,3921,65.4,34100,0.8462,3.41,0.1538,0.0530,,,,,
40:48.6,34100,3948284448.56,,,3942,65.7,34100,0.8462,3.41,0.1538,0.0523,,,,,
41:09.0,34000,3948284468.99,,,3962,66.0,34000,0.8437,3.40,0.1563,0.0532,,,,,
41:29.2,33700,3948284489.21,,,3982,66.4,33700,0.8362,3.37,0.1638,0.0552,,,,,
41:49.6,34200,3948284509.63,,,4003,66.7,34200,0.8486,3.42,0.1514,0.0515,,,,,
42:10.1,33900,3948284530.06,,,4023,67.1,33900,0.8412,3.39,0.1588,0.0541,,,,,
42:30.2,34200,3948284550.15,,,4043,67.4,34200,0.8486,3.42,0.1514,0.0507,,,,,
42:50.6,34000,3948284570.57,,,4064,67.7,34000,0.8437,3.40,0.1563,0.0532,,,,,
43:11.5,34100,3948284591.47,,,4084,68.1,34100,0.8462,3.41,0.1538,0.0536,,,,,
43:32.0,34100,3948284612.02,,,4105,68.4,34100,0.8462,3.41,0.1538,0.0527,,,,,
43:52.9,34100,3948284632.88,,,4126,68.8,34100,0.8462,3.41,0.1538,0.0535,,,,,
