Raw data,,,C0,40000,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
07:04.0,0,3948271624,,0.04,0,0.0,0,0.0000,0.00,1.0000,,,P,101325,Pa,
07:09.0,0,3948271629,,,5,0.1,0,0.0000,0.00,1.0000,0.0835,,R,8.314,J/molK,
07:14.0,0,3948271634,,,10,0.2,0,0.0000,0.00,1.0000,0.0833,,v,50,ml/min,
07:19.0,0,3948271639,,,15,0.3,0,0.0000,0.00,1.0000,0.0833,,T,296.15,K,
07:24.0,0,3948271644,,,20,0.3,0,0.0000,0.00,1.0000,0.0833,,PV/RT,2057.618517,,
07:29.1,0,3948271649,,,25,0.4,0,0.0000,0.00,1.0000,0.0835,,,,,
07:34.0,0,3948271654,,,30,0.5,0,0.0000,0.00,1.0000,0.0833,,,,,
07:39.0,0,3948271659,,,35,0.6,0,0.0000,0.00,1.0000,0.0833,,,,,
07:44.1,0,3948271664,,,40,0.7,0,0.0000,0.00,1.0000,0.0834,,,,,
07:49.0,0,3948271669,,,45,0.8,0,0.0000,0.00,1.0000,0.0833,,,,,
07:54.0,0,3948271674,,,50,0.8,0,0.0000,0.00,1.0000,0.0834,,,,,
07:59.0,0,3948271679,,,55,0.9,0,0.0000,0.00,1.0000,0.0832,,,,,
08:04.0,0,3948271684,,,60,1.0,0,0.0000,0.00,1.0000,0.0834,,,,,
08:09.0,0,3948271689,,,65,1.1,0,0.0000,0.00,1.0000,0.0833,,,,,
08:14.0,0,3948271694,,,70,1.2,0,0.0000,0.00,1.0000,0.0833,,,,,
08:19.1,0,3948271699,,,75,1.3,0,0.0000,0.00,1.0000,0.0834,,,,,
08:24.1,0,3948271704,,,80,1.3,0,0.0000,0.00,1.0000,0.0834,,,,,
08:29.0,0,3948271709,,,85,1.4,0,0.0000,0.00,1.0000,0.0832,,,,,
08:34.0,0,3948271714,,,90,1.5,0,0.0000,0.00,1.0000,0.0834,,,,,
08:39.0,0,3948271719,,,95,1.6,0,0.0000,0.00,1.0000,0.0833,,,,,
08:44.0,0,3948271724,,,100,1.7,0,0.0000,0.00,1.0000,0.0834,,,,,
08:49.0,0,3948271729,,,105,1.8,0,0.0000,0.00,1.0000,0.0833,,,,,
08:54.0,0,3948271734,,,110,1.8,0,0.0000,0.00,1.0000,0.0833,,,,,
08:59.0,0,3948271739,,,115,1.9,0,0.0000,0.00,1.0000,0.0834,,,,,
