Raw data,,,C0,40000,time (s),time (mins),CO2,C/C0,C (%),1-C/C0,Integration,,Unit conversion,,,
11:26:00 AM,0,3950681160,,0.04,0,0.0,0,0.0000,0.0,1.0000,,,P,101325,Pa,
11:26:07 AM,0,3950681167,,,7,0.1,0,0.0000,0.0,1.0000,0.1135,,R,8.314,J/molK,
11:26:13 AM,0,3950681173,,,14,0.2,0,0.0000,0.0,1.0000,0.1138,,v,50,ml/min,
11:26:20 AM,0,3950681180,,,21,0.3,0,0.0000,0.0,1.0000,0.1171,,T,296.15,K,
11:26:27 AM,0,3950681187,,,28,0.5,0,0.0000,0.0,1.0000,0.1148,,PV/RT,2057.618517,,
11:26:34 AM,0,3950681194,,,34,0.6,0,0.0000,0.0,1.0000,0.1136,,,,,
11:26:41 AM,0,3950681201,,,41,0.7,0,0.0000,0.0,1.0000,0.1128,,,,,
11:26:48 AM,0,3950681208,,,48,0.8,0,0.0000,0.0,1.0000,0.1138,,,,,
11:26:55 AM,0,3950681215,,,55,0.9,0,0.0000,0.0,1.0000,0.1159,,,,,
11:27:02 AM,0,3950681222,,,62,1.0,0,0.0000,0.0,1.0000,0.1166,,,,,
11:27:09 AM,0,3950681229,,,69,1.1,0,0.0000,0.0,1.0000,0.1150,,,,,
11:27:15 AM,0,3950681235,,,76,1.3,0,0.0000,0.0,1.0000,0.1133,,,,,
11:27:22 AM,0,3950681242,,,82,1.4,0,0.0000,0.0,1.0000,0.1147,,,,,
11:27:29 AM,0,3950681249,,,89,1.5,0,0.0000,0.0,1.0000,0.1161,,,,,
11:27:36 AM,0,3950681256,,,96,1.6,0,0.0000,0.0,1.0000,0.1151,,,,,
11:27:43 AM,0,3950681263,,,103,1.7,0,0.0000,0.0,1.0000,0.1146,,,,,
11:27:50 AM,0,3950681270,,,110,1.8,0,0.0000,0.0,1.0000,0.1173,,,,,
11:27:57 AM,0,3950681277,,,117,2.0,0,0.0000,0.0,1.0000,0.1173,,,,,
11:28:04 AM,0,3950681284,,,124,2.1,0,0.0000,0.0,1.0000,0.1172,,,,,
11:28:11 AM,0,3950681291,,,131,2.2,0,0.0000,0.0,1.0000,0.1144,,,,,
11:28:18 AM,0,3950681298,,,138,2.3,0,0.0000,0.0,1.0000,0.1150,,,,,
11:28:25 AM,0,3950681305,,,145,2.4,0,0.0000,0.0,1.0000,0.1166,,,,,
11:28:32 AM,0,3950681312,,,152,2.5,0,0.0000,0.0,1.0000,0.1155,,,,,
11:28:39 AM,0,3950681319,,,159,2.7,0,0.0000,0.0,1.0000,0.1191,,,,,
11:28:46 AM,0,3950681326,,,166,2.8,0,0.0000,0.0,1.0000,0.1164,,,,,
11:28:53 AM,0,3950681333,,,173,2.9,0,0.0000,0.0,1.0000,0.1184,,,,,
11:29:00 AM,0,3950681340,,,180,3.0,0,0.0000,0.0,1.0000,0.1201,,,,,
11:29:07 AM,0,3950681347,,,188,3.1,0,0.0000,0.0,1.0000,0.1186,,,,,
11:29:15 AM,0,3950681355,,,195,3.2,0,0.0000,0.0,1.0000,0.1220,,,,,
11:29:22 AM,0,3950681362,,,202,3.4,0,0.0000,0.0,1.0000,0.1204,,,,,
11:29:29 AM,0,3950681369,,,210,3.5,0,0.0000,0.0,1.0000,0.1233,,,,,
11:29:37 AM,0,3950681377,,,217,3.6,0,0.0000,0.0,1.0000,0.1224,,,,,
11:29:44 AM,0,3950681384,,,224,3.7,0,0.0000,0.0,1.0000,0.1220,,,,,
11:29:51 AM,0,3950681391,,,232,3.9,0,0.0000,0.0,1.0000,0.1238,,,,,
11:29:59 AM,0,3950681399,,,239,4.0,0,0.0000,0.0,1.0000,0.1244,,,,,
11:30:06 AM,0,3950681406,,,247,4.1,0,0.0000,0.0,1.0000,0.1235,,,,,
11:30:14 AM,0,3950681414,,,254,4.2,0,0.0000,0.0,1.0000,0.1218,,,,,
11:30:21 AM,0,3950681421,,,261,4.4,0,0.0000,0.0,1.0000,0.1226,,,,,
