Time+F36B1A1:FA1:B1425,Concentration
05/22/26 12:23:50.613,91300
05/22/26 12:23:58.005,91600
05/22/26 12:24:05.291,91500
05/22/26 12:24:12.690,91800
05/22/26 12:24:20.028,92000
05/22/26 12:24:27.358,91500
05/22/26 12:24:34.646,90900
05/22/26 12:24:42.047,91800
05/22/26 12:24:49.391,92000
05/22/26 12:24:56.717,91800
05/22/26 12:25:04.015,92200
05/22/26 12:25:11.367,92200
05/22/26 12:25:18.674,92000
05/22/26 12:25:26.142,92700
05/22/26 12:25:33.610,92500
05/22/26 12:25:41.043,92200
05/22/26 12:25:48.378,92000
05/22/26 12:25:55.723,92000
05/22/26 12:26:03.048,92300
05/22/26 12:26:10.384,92500
05/22/26 12:26:17.827,92300
05/22/26 12:26:25.272,92500
05/22/26 12:26:32.611,92900
05/22/26 12:26:40.068,92700
05/22/26 12:26:47.520,91100
05/22/26 12:26:54.871,91600
05/22/26 12:27:02.193,92000
05/22/26 12:27:09.688,92000
05/22/26 12:27:17.176,92200
05/22/26 12:27:24.654,92500
05/22/26 12:27:32.091,92300
05/22/26 12:27:39.558,92500
05/22/26 12:27:47.014,92700
05/22/26 12:27:54.506,92300
05/22/26 12:28:01.964,92900
05/22/26 12:28:09.427,92000
05/22/26 12:28:16.849,92300
05/22/26 12:28:24.292,92500
05/22/26 12:28:31.744,92700
05/22/26 12:28:39.220,92300
05/22/26 12:28:46.699,92300
05/22/26 12:28:54.123,92300
05/22/26 12:29:01.631,92700
05/22/26 12:29:09.172,92700
05/22/26 12:29:16.712,93200
05/22/26 12:29:24.274,92700
05/22/26 12:29:31.785,92900
05/22/26 12:29:39.340,93400
05/22/26 12:29:46.796,93000
05/22/26 12:29:54.284,93200
05/22/26 12:30:01.725,92900
05/22/26 12:30:09.247,93200
05/22/26 12:30:16.737,93000
05/22/26 12:30:24.201,92900
05/22/26 12:30:31.754,93700
05/22/26 12:30:39.275,93600
05/22/26 12:30:46.832,93200
05/22/26 12:30:54.300,93700
05/22/26 12:31:01.799,93200
05/22/26 12:31:09.327,93200
05/22/26 12:31:16.800,93600
05/22/26 12:31:24.350,93400
05/22/26 12:31:31.822,93600
05/22/26 12:31:39.259,93900
05/22/26 12:31:46.705,93600
05/22/26 12:31:54.305,93600
05/22/26 12:32:01.775,93400
05/22/26 12:32:09.368,93200
05/22/26 12:32:16.926,93600
05/22/26 12:32:24.564,92900
05/22/26 12:32:32.200,93600
05/22/26 12:32:39.812,93700
05/22/26 12:32:47.506,93200
05/22/26 12:32:55.152,94100
05/22/26 12:33:02.676,94100
05/22/26 12:33:10.323,93400
05/22/26 12:33:17.933,93200
05/22/26 12:33:25.594,93200
05/22/26 12:33:33.210,93700
05/22/26 12:33:40.887,94100
05/22/26 12:33:48.512,93700
05/22/26 12:33:56.109,93600
05/22/26 12:34:03.775,92900
05/22/26 12:34:11.385,93600
05/22/26 12:34:19.039,93700
05/22/26 12:34:26.573,93600
05/22/26 12:34:34.257,93600
05/22/26 12:34:41.886,93600
05/22/26 12:34:49.497,93900
05/22/26 12:34:57.118,94100
05/22/26 12:35:04.717,93700
05/22/26 12:35:12.394,94100
05/22/26 12:35:20.085,94100
05/22/26 12:35:27.783,93600
05/22/26 12:35:35.483,92900
05/22/26 12:35:43.154,93000
05/22/26 12:35:50.761,94400
05/22/26 12:35:58.427,94400
05/22/26 12:36:06.131,93600
05/22/26 12:36:13.840,93600
05/22/26 12:36:21.618,94100
05/22/26 12:36:29.356,93900
05/22/26 12:36:37.144,93400
05/22/26 12:36:44.854,93000
05/22/26 12:36:52.527,93600
05/22/26 12:37:00.200,93400
05/22/26 12:37:07.837,93900
05/22/26 12:37:15.553,93600
05/22/26 12:37:23.235,93600
05/22/26 12:37:31.005,93700
05/22/26 12:37:38.757,93900
05/22/26 12:37:46.562,94100
05/22/26 12:37:54.309,93900
05/22/26 12:38:02.121,93600
05/22/26 12:38:09.866,93600
05/22/26 12:38:17.695,93700
05/22/26 12:38:25.468,93800
05/22/26 12:38:33.244,94100
05/22/26 12:38:41.026,94100
05/22/26 12:38:48.760,93600
05/22/26 12:38:56.523,93500
05/22/26 12:39:04.219,93500
05/22/26 12:39:12.028,93300
05/22/26 12:39:19.767,93600
05/22/26 12:39:27.577,93800
05/22/26 12:39:35.416,94200
05/22/26 12:39:43.179,94300
05/22/26 12:39:50.953,94000
05/22/26 12:39:58.765,94300
05/22/26 12:40:06.631,94700
05/22/26 12:40:14.445,94200
05/22/26 12:40:22.144,94000
05/22/26 12:40:29.941,94000
05/22/26 12:40:37.761,93300
05/22/26 12:40:45.557,94000
05/22/26 12:40:53.280,94500
05/22/26 12:41:01.010,94000
05/22/26 12:41:08.795,94000
05/22/26 12:41:16.628,94200
05/22/26 12:41:24.445,93800
05/22/26 12:41:32.226,93800
05/22/26 12:41:40.162,94500
05/22/26 12:41:47.937,94300
05/22/26 12:41:55.752,94500
05/22/26 12:42:03.710,94300
05/22/26 12:42:11.619,93800
05/22/26 12:42:19.504,94200
05/22/26 12:42:27.394,93800
05/22/26 12:42:35.301,93300
05/22/26 12:42:43.213,93800
05/22/26 12:42:51.197,94000
05/22/26 12:42:59.073,94300
05/22/26 12:43:06.908,94000
05/22/26 12:43:14.806,94300
05/22/26 12:43:22.624,94500
05/22/26 12:43:30.533,94900
05/22/26 12:43:38.470,94900
05/22/26 12:43:46.383,94900
05/22/26 12:43:54.286,94700
05/22/26 12:44:02.218,93600
05/22/26 12:44:10.134,93800
05/22/26 12:44:18.091,94000
05/22/26 12:44:25.990,95000
05/22/26 12:44:33.871,94700
05/22/26 12:44:41.797,94900
05/22/26 12:44:49.770,94700
05/22/26 12:44:57.656,94900
05/22/26 12:45:05.659,95000
05/22/26 12:45:13.639,94500
05/22/26 12:45:21.630,94500
05/22/26 12:45:29.520,94700
05/22/26 12:45:37.533,95200
05/22/26 12:45:45.482,95000
05/22/26 12:45:53.587,94700
05/22/26 12:46:01.564,94300
05/22/26 12:46:09.557,94300
05/22/26 12:46:17.583,94700
05/22/26 12:46:25.655,94900
05/22/26 12:46:33.679,93800
05/22/26 12:46:41.684,94300
05/22/26 12:46:49.756,94700
05/22/26 12:46:57.857,94500
05/22/26 12:47:05.908,94500
05/22/26 12:47:13.921,95000
05/22/26 12:47:21.869,94700
05/22/26 12:47:29.841,94900
05/22/26 12:47:37.788,94700
05/22/26 12:47:45.898,94700
05/22/26 12:47:53.964,95400
05/22/26 12:48:01.971,95000
05/22/26 12:48:10.087,95000
05/22/26 12:48:18.144,94000
05/22/26 12:48:26.268,94900
05/22/26 12:48:34.307,95200
05/22/26 12:48:42.307,94300
05/22/26 12:48:50.345,94700
05/22/26 12:48:58.406,95200
05/22/26 12:49:06.574,94500
05/22/26 12:49:14.671,94900
05/22/26 12:49:22.699,94900
05/22/26 12:49:30.789,94700
05/22/26 12:49:38.840,94300
05/22/26 12:49:47.039,94500
05/22/26 12:49:55.225,95000
05/22/26 12:50:03.444,95600
05/22/26 12:50:11.536,95200
05/22/26 12:50:19.691,94300
05/22/26 12:50:27.792,95200
05/22/26 12:50:35.998,95600
05/22/26 12:50:44.169,95000
05/22/26 12:50:52.280,95600
05/22/26 12:51:00.436,95400
05/22/26 12:51:08.560,95600
05/22/26 12:51:16.761,93800
05/22/26 12:51:24.884,92400
05/22/26 12:51:33.158,93100
05/22/26 12:51:41.317,93600
05/22/26 12:51:49.483,94000
05/22/26 12:51:57.641,95000
05/22/26 12:52:05.811,96100
05/22/26 12:52:14.011,96500
05/22/26 12:52:22.233,96300
05/22/26 12:52:30.398,95800
05/22/26 12:52:38.653,95600
05/22/26 12:52:46.910,96000
05/22/26 12:52:55.096,95800
05/22/26 12:53:03.280,96000
05/22/26 12:53:11.446,96000
05/22/26 12:53:19.684,95200
05/22/26 12:53:27.944,95000
05/22/26 12:53:35.992,95200
05/22/26 12:53:44.181,95200
05/22/26 12:53:52.300,95000
05/22/26 12:54:00.565,95000
05/22/26 12:54:08.765,95200
05/22/26 12:54:17.050,95600
05/22/26 12:54:25.254,95000
05/22/26 12:54:33.576,95000
05/22/26 12:54:41.828,94900
05/22/26 12:54:50.050,95000
05/22/26 12:54:58.324,95000
05/22/26 12:55:06.503,94900
05/22/26 12:55:14.748,95600
05/22/26 12:55:23.022,95800
05/22/26 12:55:31.260,95200
05/22/26 12:55:39.574,95200
05/22/26 12:55:47.748,95200
05/22/26 12:55:56.031,94700
05/22/26 12:56:04.226,95000
05/22/26 12:56:12.503,94900
05/22/26 12:56:20.794,95200
05/22/26 12:56:28.998,95000
05/22/26 12:56:37.254,95600
05/22/26 12:56:45.816,95400
05/22/26 12:56:54.792,95200
05/22/26 12:57:03.622,95800
05/22/26 12:57:11.892,95000
05/22/26 12:57:20.135,95400
05/22/26 12:57:28.420,95600
05/22/26 12:57:36.824,95000
05/22/26 12:57:45.124,94700
05/22/26 12:57:53.335,95000
05/22/26 12:58:01.636,95000
05/22/26 12:58:09.973,95000
05/22/26 12:58:18.763,95600
05/22/26 12:58:27.003,94900
05/22/26 12:58:35.309,95400
05/22/26 12:58:43.617,95000
05/22/26 12:58:51.858,94900
05/22/26 12:59:00.119,95600
05/22/26 12:59:08.485,95400
05/22/26 12:59:16.890,95200
05/22/26 12:59:25.211,95600
05/22/26 12:59:33.502,95000
05/22/26 12:59:41.872,96100
05/22/26 12:59:50.220,96100
05/22/26 12:59:58.628,95800
05/22/26 13:00:07.069,95000
05/22/26 13:00:15.419,94900
05/22/26 13:00:23.775,95000
05/22/26 13:00:32.166,95000
05/22/26 13:00:40.540,96100
05/22/26 13:00:48.882,96000
05/22/26 13:00:57.247,95800
05/22/26 13:01:05.529,95800
05/22/26 13:01:13.924,95400
05/22/26 13:01:22.299,95400
05/22/26 13:01:30.637,95000
05/22/26 13:01:39.036,95200
05/22/26 13:01:47.421,95800
05/22/26 13:01:55.794,95600
05/22/26 13:02:04.217,95600
05/22/26 13:02:12.687,96000
05/22/26 13:02:21.123,96000
05/22/26 13:02:29.541,96100
05/22/26 13:02:38.021,96300
05/22/26 13:02:46.483,95800
05/22/26 13:02:54.981,96000
05/22/26 13:03:03.522,95600
05/22/26 13:03:11.965,95800
05/22/26 13:03:20.260,95600
05/22/26 13:03:28.733,96100
05/22/26 13:03:37.163,96300
05/22/26 13:03:45.620,96100
05/22/26 13:03:54.049,96100
05/22/26 13:04:02.514,95400
05/22/26 13:04:10.942,95600
05/22/26 13:04:19.419,96500
05/22/26 13:04:27.904,96100
05/22/26 13:04:36.383,95800
05/22/26 13:04:44.951,96100
05/22/26 13:04:53.400,95200
05/22/26 13:05:01.902,96500
05/22/26 13:05:10.401,96100
05/22/26 13:05:18.936,96100
05/22/26 13:05:27.499,95800
05/22/26 13:05:36.067,96300
05/22/26 13:05:44.668,96300
05/22/26 13:05:53.273,96000
05/22/26 13:06:01.825,95800
05/22/26 13:06:10.435,96500
05/22/26 13:06:19.044,96300
05/22/26 13:06:27.571,96700
05/22/26 13:06:36.171,97000
05/22/26 13:06:44.732,96300
05/22/26 13:06:53.380,96100
05/22/26 13:07:01.990,96500
05/22/26 13:07:10.635,96500
05/22/26 13:07:19.147,96300
05/22/26 13:07:27.724,95800
05/22/26 13:07:36.415,95200
05/22/26 13:07:45.008,95600
05/22/26 13:07:53.544,95600
05/22/26 13:08:02.133,96300
05/22/26 13:08:11.243,96300
05/22/26 13:08:20.684,96500
05/22/26 13:08:30.034,96500
05/22/26 13:08:39.323,96700
05/22/26 13:08:48.771,96100
05/22/26 13:08:58.215,96000
05/22/26 13:09:07.506,97200
05/22/26 13:09:16.831,97000
05/22/26 13:09:26.308,96100
05/22/26 13:09:35.792,96100
05/22/26 13:09:45.181,97000
05/22/26 13:09:54.618,96700
05/22/26 13:10:03.966,96300
05/22/26 13:10:13.289,96100
05/22/26 13:10:22.640,96300
05/22/26 13:10:31.999,96100
05/22/26 13:10:41.391,97200
05/22/26 13:10:50.914,96700
05/22/26 13:11:00.270,96500
05/22/26 13:11:09.771,96500
05/22/26 13:11:19.121,96300
05/22/26 13:11:28.608,96700
05/22/26 13:11:38.094,97000
05/22/26 13:11:47.637,95800
05/22/26 13:11:57.433,96300
05/22/26 13:12:07.447,95800
05/22/26 13:12:17.126,96000
05/22/26 13:12:27.087,96100
05/22/26 13:12:36.996,96500
05/22/26 13:12:46.738,96900
05/22/26 13:12:56.500,96300
05/22/26 13:13:06.604,96900
05/22/26 13:13:16.442,96700
05/22/26 13:13:25.897,96900
05/22/26 13:13:35.505,96000
05/22/26 13:13:45.229,96300
05/22/26 13:13:54.911,96500
05/22/26 13:14:04.383,97200
05/22/26 13:14:14.213,96700
05/22/26 13:14:23.807,96300
05/22/26 13:14:33.481,96500
05/22/26 13:14:43.038,96700
05/22/26 13:14:52.675,96500
05/22/26 13:15:02.291,96300
05/22/26 13:15:12.079,97200
05/22/26 13:15:22.028,96300
05/22/26 13:15:31.807,96000
05/22/26 13:15:41.421,97200
05/22/26 13:15:51.198,96500
05/22/26 13:16:00.968,96500
05/22/26 13:16:10.768,96500
05/22/26 13:16:20.396,96500
05/22/26 13:16:30.068,96700
05/22/26 13:16:39.790,96300
05/22/26 13:16:49.488,96500
05/22/26 13:16:59.236,97400
05/22/26 13:17:09.052,97800
05/22/26 13:17:18.934,96900
05/22/26 13:17:28.711,96700
05/22/26 13:17:38.546,96500
05/22/26 13:17:48.121,97400
05/22/26 13:17:57.927,97800
05/22/26 13:18:07.611,97200
05/22/26 13:18:17.393,97000
05/22/26 13:18:27.140,96300
05/22/26 13:18:36.949,96000
05/22/26 13:18:46.481,96500
05/22/26 13:18:55.652,96500
05/22/26 13:19:04.914,96300
05/22/26 13:19:14.041,96300
05/22/26 13:19:23.679,97200
05/22/26 13:19:34.064,96700
05/22/26 13:19:44.072,96700
05/22/26 13:19:53.881,97200
05/22/26 13:20:03.890,96500
05/22/26 13:20:13.787,97200
05/22/26 13:20:23.645,96900
05/22/26 13:20:33.942,97200
05/22/26 13:20:44.047,96300
05/22/26 13:20:54.084,96100
05/22/26 13:21:03.988,96100
05/22/26 13:21:13.914,96900
05/22/26 13:21:23.796,97000
05/22/26 13:21:33.731,96500
05/22/26 13:21:43.637,97400
05/22/26 13:21:53.510,96900
05/22/26 13:22:03.415,96700
05/22/26 13:22:13.297,96700
05/22/26 13:22:23.268,96700
05/22/26 13:22:33.162,96900
05/22/26 13:22:43.108,97200
05/22/26 13:22:53.149,97200
05/22/26 13:23:03.198,97200
05/22/26 13:23:13.251,97000
05/22/26 13:23:23.417,96900
05/22/26 13:23:33.405,97000
05/22/26 13:23:43.522,96900
05/22/26 13:23:53.643,97200
05/22/26 13:24:03.680,97000
05/22/26 13:24:13.840,97000
05/22/26 13:24:23.894,96500
05/22/26 13:24:33.904,97000
05/22/26 13:24:44.025,97400
05/22/26 13:24:54.123,96900
05/22/26 13:25:04.183,96900
05/22/26 13:25:14.304,96900
05/22/26 13:25:24.336,97200
05/22/26 13:25:34.122,97200
05/22/26 13:25:43.982,97400
05/22/26 13:25:53.820,97400
05/22/26 13:26:03.752,97000
05/22/26 13:26:13.704,97400
05/22/26 13:26:23.672,97000
05/22/26 13:26:33.605,97400
05/22/26 13:26:43.346,97600
05/22/26 13:26:53.300,97800
05/22/26 13:27:03.285,97200
05/22/26 13:27:13.176,97200
05/22/26 13:27:23.154,98300
05/22/26 13:27:33.165,97900
05/22/26 13:27:43.103,97900
05/22/26 13:27:53.008,97800
05/22/26 13:28:02.950,97600
05/22/26 13:28:12.928,97000
05/22/26 13:28:22.848,97800
05/22/26 13:28:32.821,97400
05/22/26 13:28:42.763,97400
05/22/26 13:28:52.710,97200
05/22/26 13:29:02.614,97800
05/22/26 13:29:12.556,97000
05/22/26 13:29:22.576,97200
05/22/26 13:29:32.533,97400
05/22/26 13:29:42.371,96300
05/22/26 13:29:52.336,97000
05/22/26 13:30:02.527,97000
05/22/26 13:30:12.646,96900
05/22/26 13:30:22.788,97400
05/22/26 13:30:32.766,97200
05/22/26 13:30:42.729,97800
05/22/26 13:30:52.878,97400
05/22/26 13:31:02.862,97200
05/22/26 13:31:13.064,97900
05/22/26 13:31:22.256,97900
05/22/26 13:31:31.484,97800
05/22/26 13:31:40.663,97800
05/22/26 13:31:49.881,97200
05/22/26 13:31:58.994,97200
05/22/26 13:32:08.102,97400
05/22/26 13:32:17.292,97800
05/22/26 13:32:27.334,97800
05/22/26 13:32:37.422,97400
05/22/26 13:32:47.408,97000
05/22/26 13:32:57.454,97200
05/22/26 13:33:07.588,97400
05/22/26 13:33:17.630,97400
05/22/26 13:33:27.600,97400
05/22/26 13:33:37.668,97800
05/22/26 13:33:47.719,97200
05/22/26 13:33:57.788,97200
05/22/26 13:34:07.767,97200
05/22/26 13:34:17.878,97800
05/22/26 13:34:27.928,97400
05/22/26 13:34:37.936,97800
05/22/26 13:34:48.031,97800
05/22/26 13:34:58.020,97800
05/22/26 13:35:08.098,97200
05/22/26 13:35:18.048,98500
05/22/26 13:35:27.710,98300
05/22/26 13:35:37.234,97900
05/22/26 13:35:46.767,97400
05/22/26 13:35:56.267,97400
05/22/26 13:36:05.804,97900
05/22/26 13:36:15.397,97800
05/22/26 13:36:24.925,97400
05/22/26 13:36:34.417,97600
05/22/26 13:36:43.969,97800
05/22/26 13:36:53.443,98500
05/22/26 13:37:03.108,97800
05/22/26 13:37:12.668,97800
05/22/26 13:37:22.152,98100
05/22/26 13:37:31.712,97400
05/22/26 13:37:41.302,98300
05/22/26 13:37:50.921,98300
05/22/26 13:38:00.549,98100
05/22/26 13:38:10.146,98100
05/22/26 13:38:19.787,97800
05/22/26 13:38:29.350,97800
05/22/26 13:38:38.916,98300
05/22/26 13:38:48.485,98100
05/22/26 13:38:58.031,97400
05/22/26 13:39:07.759,97900
05/22/26 13:39:17.429,98300
05/22/26 13:39:26.971,97600
05/22/26 13:39:36.591,97600
05/22/26 13:39:46.342,97900
05/22/26 13:39:56.089,97900
05/22/26 13:40:05.744,97200
05/22/26 13:40:15.398,98100
05/22/26 13:40:25.097,97800
05/22/26 13:40:34.843,97400
05/22/26 13:40:44.421,97400
05/22/26 13:40:54.163,98100
05/22/26 13:41:03.891,97900
05/22/26 13:41:13.627,97400
05/22/26 13:41:23.226,98300
05/22/26 13:41:32.995,97800
05/22/26 13:41:42.592,97200
05/22/26 13:41:52.339,97800
05/22/26 13:42:02.032,97800
05/22/26 13:42:11.806,98900
05/22/26 13:42:21.472,97900
05/22/26 13:42:31.152,98100
05/22/26 13:42:40.842,97800
05/22/26 13:42:50.609,98500
05/22/26 13:43:00.274,97800
05/22/26 13:43:10.020,97900
05/22/26 13:43:19.746,97800
05/22/26 13:43:29.379,98100
05/22/26 13:43:39.125,98100
05/22/26 13:43:48.937,98100
05/22/26 13:43:58.607,97800
05/22/26 13:44:08.421,97800
05/22/26 13:44:18.235,97600
05/22/26 13:44:27.904,97900
05/22/26 13:44:37.710,97900
05/22/26 13:44:47.475,98100
05/22/26 13:44:57.332,97900
05/22/26 13:45:07.077,98700
05/22/26 13:45:16.846,99000
05/22/26 13:45:26.625,98100
05/22/26 13:45:36.456,98300
05/22/26 13:45:46.126,98500
05/22/26 13:45:55.982,98100
05/22/26 13:46:05.820,98100
05/22/26 13:46:15.597,98500
05/22/26 13:46:25.409,98100
05/22/26 13:46:35.164,98300
05/22/26 13:46:45.037,97800
05/22/26 13:46:54.784,97900
05/22/26 13:47:04.592,97800
05/22/26 13:47:14.416,97900
05/22/26 13:47:24.219,97900
05/22/26 13:47:34.095,97900
05/22/26 13:47:43.878,98300
05/22/26 13:47:53.697,98100
05/22/26 13:48:03.467,99000
05/22/26 13:48:13.202,98500
05/22/26 13:48:23.141,98300
05/22/26 13:48:32.992,97900
05/22/26 13:48:42.817,97900
05/22/26 13:48:52.672,98500
05/22/26 13:49:02.472,98100
05/22/26 13:49:12.291,98500
05/22/26 13:49:22.074,98100
05/22/26 13:49:31.848,98300
05/22/26 13:49:41.667,98900
05/22/26 13:49:51.475,99000
05/22/26 13:50:01.245,98700
05/22/26 13:50:11.137,99400
05/22/26 13:50:20.940,98500
05/22/26 13:50:30.729,98500
05/22/26 13:50:40.599,98500
05/22/26 13:50:50.489,99000
05/22/26 13:51:00.401,99000
05/22/26 13:51:10.245,99200
05/22/26 13:51:20.169,99400
05/22/26 13:51:30.078,98700
05/22/26 13:51:40.022,98500
05/22/26 13:51:49.935,98300
05/22/26 13:51:59.816,97900
05/22/26 13:52:09.682,98100
05/22/26 13:52:19.560,98100
05/22/26 13:52:29.502,98500
05/22/26 13:52:39.398,98700
05/22/26 13:52:49.365,99200
