05/29/26 10:40:19.855,0
05/29/26 10:40:39.635,0
05/29/26 10:40:59.476,10
05/29/26 10:41:19.404,10
05/29/26 10:41:39.328,10
05/29/26 10:42:01.204,0
05/29/26 10:42:25.276,0
05/29/26 10:42:48.624,0
05/29/26 10:43:04.378,0
05/29/26 10:43:19.040,410
05/29/26 10:43:33.738,3590
05/29/26 10:43:48.444,8770
05/29/26 10:44:03.252,14060
05/29/26 10:44:18.063,18720
05/29/26 10:44:33.147,23140
05/29/26 10:44:48.652,27230
05/29/26 10:45:04.696,30690
05/29/26 10:45:21.434,34410
05/29/26 10:45:38.735,37430
05/29/26 10:45:57.233,40790
05/29/26 10:46:17.037,43960
05/29/26 10:46:37.503,46480
05/29/26 10:46:58.482,49020
05/29/26 10:47:19.033,51070
05/29/26 10:47:39.587,53570
05/29/26 10:48:00.236,55450
05/29/26 10:48:20.997,57710
05/29/26 10:48:41.601,59460
05/29/26 10:49:02.256,60850
05/29/26 10:49:23.030,62620
05/29/26 10:49:43.729,64110
05/29/26 10:50:04.574,65700
05/29/26 10:50:25.521,66860
05/29/26 10:50:46.401,67560
05/29/26 10:51:07.278,68930
05/29/26 10:51:28.177,70470
05/29/26 10:51:49.147,71400
05/29/26 10:52:10.130,71990
05/29/26 10:52:31.102,73620
05/29/26 10:52:52.275,74600
05/29/26 10:53:13.385,74950
05/29/26 10:53:34.603,75400
05/29/26 10:53:55.725,76770
05/29/26 10:54:16.930,76870
05/29/26 10:54:38.196,78710
05/29/26 10:54:59.542,78520
05/29/26 10:55:21.316,79680
05/29/26 10:55:42.847,80070
05/29/26 10:56:04.396,81230
05/29/26 10:56:25.897,81430
05/29/26 10:56:47.385,81920
05/29/26 10:57:09.022,82430
05/29/26 10:57:30.586,83440
05/29/26 10:57:53.697,84050
05/29/26 10:58:20.687,83950
05/29/26 10:58:46.894,84860
05/29/26 10:59:13.252,85070
05/29/26 10:59:39.644,85710
05/29/26 11:00:06.399,85920
05/29/26 11:00:33.002,86450
05/29/26 11:00:59.637,87620
05/29/26 11:01:26.321,87840
05/29/26 11:01:53.303,87840
05/29/26 11:02:20.474,88600
05/29/26 11:02:47.065,88370
05/29/26 11:03:13.844,88930
05/29/26 11:03:40.823,89830
05/29/26 11:04:07.582,90050
05/29/26 11:04:34.470,90610
05/29/26 11:05:01.426,91050
05/29/26 11:05:28.774,90610
05/29/26 11:05:55.927,90950
05/29/26 11:06:22.998,91500
05/29/26 11:06:50.236,91280
05/29/26 11:07:17.542,91730
05/29/26 11:07:45.132,91390
05/29/26 11:08:12.414,91730
05/29/26 11:08:39.843,91730
05/29/26 11:09:07.479,93000
05/29/26 11:09:31.464,92540
05/29/26 11:09:54.230,93350
05/29/26 11:10:17.197,93240
05/29/26 11:10:40.273,94060
05/29/26 11:11:03.286,93820
05/29/26 11:11:26.586,93590
05/29/26 11:11:49.657,93590
05/29/26 11:12:12.883,94290
05/29/26 11:12:36.208,93590
05/29/26 11:12:59.523,94170
05/29/26 11:13:22.873,94410
05/29/26 11:13:46.606,94290
05/29/26 11:14:10.042,94760
05/29/26 11:14:33.712,95460
05/29/26 11:14:57.269,94990
05/29/26 11:15:21.267,95350
05/29/26 11:15:45.174,95350
05/29/26 11:16:08.791,95580
05/29/26 11:16:32.527,96320
05/29/26 11:16:56.409,96320
05/29/26 11:17:24.609,95580
05/29/26 11:17:53.732,96200
05/29/26 11:18:21.306,95840
05/29/26 11:18:45.416,95950
05/29/26 11:19:09.358,95950
05/29/26 11:19:33.449,95960
05/29/26 11:19:57.409,96320
05/29/26 11:20:21.448,96820
05/29/26 11:20:45.591,96330
05/29/26 11:21:09.821,96450
05/29/26 11:21:34.028,96820
05/29/26 11:21:58.304,96080
05/29/26 11:22:22.446,96820
05/29/26 11:22:46.698,97190
05/29/26 11:23:11.120,96580
05/29/26 11:23:35.482,97320
05/29/26 11:23:59.931,96820
05/29/26 11:24:24.434,97320
05/29/26 11:24:48.882,97440
05/29/26 11:25:13.695,97320
05/29/26 11:25:38.246,97810
05/29/26 11:26:02.825,97810
05/29/26 11:26:27.458,97190
05/29/26 11:26:52.157,98060
05/29/26 11:27:16.813,97570
05/29/26 11:27:41.388,97320
05/29/26 11:28:06.104,97440
05/29/26 11:28:30.966,97440
05/29/26 11:28:55.770,97570
05/29/26 11:29:20.667,98060
05/29/26 11:29:45.688,98060
05/29/26 11:30:10.527,97810
05/29/26 11:30:35.557,98060
05/29/26 11:31:00.772,98920
05/29/26 11:31:25.878,98310
05/29/26 11:31:50.949,98550
05/29/26 11:32:16.004,98920
