"Mass: 8g
Bed height: 240 mm 
Flow rate: 100 ml/min
CO2: 5% (50010 ppm)
Tube diameter: 8.2 mm",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Mass,8,g,,tb,10.39,min
,,,,,,,,R,8.314,J/molK,,qb,0.26,mmol/g
,,,,,,,,P,101200,Pa,,te,111.20,min
,,,,,,,,v,0.1,dm3/min,,qe,0.96,mmol/g
,,,,,,,,C0,50010,ppm,,,,
Time,Time (min),CO2,C/C0,Pressure,Temperature,Humidity,Flow,Mol adsorbed,Total (mol),mmol/g,,,,
01:12.4,0.00,0,0,1012,25.8,54.4,0.1,0.0000,0.0000,`,,,,
01:29.4,0.28,0,0,1012,25.8,54.3,0.1,0.0001,0.0001,0.0072,,,,
01:46.4,0.57,0,0,1012,25.8,54.2,0.1,0.0001,0.0001,0.0144,,,,
02:03.5,0.85,0,0,1012,25.9,54.2,0.1,0.0001,0.0002,0.0217,,,,
02:20.7,1.14,0,0,1012,25.9,54.2,0.1,0.0001,0.0002,0.0290,,,,
02:37.8,1.42,0,0,1012,25.9,54.2,0.1,0.0001,0.0003,0.0362,,,,
02:55.1,1.71,0,0,1012,25.9,54.2,0.1,0.0001,0.0003,0.0436,,,,
03:12.5,2.00,0,0,1012,25.8,54.2,0.1,0.0001,0.0004,0.0509,,,,
03:30.2,2.30,0,0,1012,25.8,54.3,0.1,0.0001,0.0005,0.0585,,,,
03:47.6,2.59,0,0,1012,25.8,54.3,0.1,0.0001,0.0005,0.0658,,,,
04:05.0,2.88,0,0,1012,25.8,54.3,0.1,0.0001,0.0006,0.0732,,,,
04:22.5,3.17,0,0,1012,25.8,54.4,0.1,0.0001,0.0006,0.0807,,,,
04:40.0,3.46,0,0,1012,25.8,54.3,0.1,0.0001,0.0007,0.0881,,,,
04:57.6,3.75,0,0,1012,25.8,54.4,0.1,0.0001,0.0008,0.0955,,,,
05:15.0,4.04,0,0,1012,25.8,54.4,0.1,0.0001,0.0008,0.1029,,,,
05:33.0,4.34,0,0,1012,25.7,54.4,0.1,0.0001,0.0009,0.1106,,,,
05:50.6,4.64,0,0,1012,25.8,54.4,0.1,0.0001,0.0009,0.1180,,,,
06:08.4,4.93,0,0,1012,25.7,54.5,0.1,0.0001,0.0010,0.1256,,,,
06:26.2,5.23,0,0,1012,25.7,54.5,0.1,0.0001,0.0011,0.1331,,,,
06:44.0,5.53,0,0,1012,25.7,54.5,0.1,0.0001,0.0011,0.1407,,,,
07:02.0,5.83,0,0,1012,25.7,54.5,0.1,0.0001,0.0012,0.1483,,,,
07:19.9,6.13,0,0,1012,25.7,54.5,0.1,0.0001,0.0012,0.1559,,,,
07:37.8,6.42,0,0,1012,25.7,54.6,0.1,0.0001,0.0013,0.1635,,,,
07:55.8,6.72,0,0,1012,25.7,54.5,0.1,0.0001,0.0014,0.1711,,,,
08:13.8,7.02,0,0,1012,25.7,54.6,0.1,0.0001,0.0014,0.1788,,,,
08:32.0,7.33,0,0,1012,25.7,54.6,0.1,0.0001,0.0015,0.1865,,,,
08:50.1,7.63,0,0,1012,25.7,54.6,0.1,0.0001,0.0016,0.1942,,,,
09:08.5,7.94,0,0,1012,25.7,54.6,0.1,0.0001,0.0016,0.2020,,,,
09:26.7,8.24,10,0.00019996,1012,25.8,54.5,0.1,0.0001,0.0017,0.2097,,,,
09:45.0,8.54,0,0,1012,25.8,54.4,0.1,0.0001,0.0017,0.2175,,,,
10:03.4,8.85,10,0.00019996,1012,25.8,54.5,0.1,0.0001,0.0018,0.2253,,,,
10:21.7,9.16,160,0.00319936,1012,25.7,54.6,0.1,0.0001,0.0019,0.2330,,,,
10:40.2,9.46,430,0.00859828,1012,25.7,54.6,0.1,0.0001,0.0019,0.2408,,,,
10:58.6,9.77,910,0.018196361,1012,25.7,54.6,0.1,0.0001,0.0020,0.2485,,,,
11:17.2,10.08,1430,0.028594281,1012,25.7,54.7,0.1,0.0001,0.0020,0.2561,,,,
11:35.8,10.39,1980,0.039592082,1012,25.7,54.7,0.1,0.0001,0.0021,0.2637,,,,
11:54.4,10.70,2600,0.051989602,1012,25.7,54.7,0.1,0.0001,0.0022,0.2712,,,,
12:13.2,11.01,3160,0.063187363,1012,25.7,54.7,0.1,0.0001,0.0022,0.2787,,,,
12:31.9,11.33,3750,0.074985003,1012,25.7,54.7,0.1,0.0001,0.0023,0.2860,,,,
12:50.8,11.64,4400,0.087982404,1012,25.8,54.6,0.1,0.0001,0.0023,0.2933,,,,
13:09.8,11.96,5000,0.099980004,1012,25.8,54.7,0.1,0.0001,0.0024,0.3006,,,,
13:28.9,12.28,5600,0.111977604,1012,25.8,54.7,0.1,0.0001,0.0025,0.3078,,,,
13:48.0,12.59,6250,0.124975005,1012,25.8,54.7,0.1,0.0001,0.0025,0.3149,,,,
14:04.1,12.86,6630,0.132573485,1012,25.8,54.8,0.1,0.0000,0.0026,0.3208,,,,
14:18.4,13.10,7130,0.142571486,1012,25.8,54.8,0.1,0.0000,0.0026,0.3260,,,,
14:32.8,13.34,7650,0.152969406,1012,25.8,54.9,0.1,0.0000,0.0026,0.3312,,,,
14:47.2,13.58,8060,0.161167766,1012,25.8,54.9,0.1,0.0000,0.0027,0.3363,,,,
15:01.7,13.82,8530,0.170565887,1012,25.8,54.9,0.1,0.0000,0.0027,0.3414,,,,
15:16.7,14.07,9020,0.180363927,1012,25.8,54.9,0.1,0.0000,0.0028,0.3466,,,,
15:32.3,14.33,9520,0.190361928,1012,25.8,54.9,0.1,0.0000,0.0028,0.3520,,,,
15:48.2,14.60,9920,0.198360328,1012,25.8,54.9,0.1,0.0000,0.0029,0.3574,,,,
16:04.9,14.88,10470,0.209358128,1012,25.8,55,0.1,0.0000,0.0029,0.3630,,,,
16:22.2,15.16,10970,0.219356129,1012,25.8,55,0.1,0.0000,0.0029,0.3687,,,,
16:40.6,15.47,11330,0.226554689,1012,25.8,55,0.1,0.0000,0.0030,0.3747,,,,
17:00.1,15.80,11940,0.23875225,1012,25.8,55,0.1,0.0001,0.0030,0.3810,,,,
17:19.9,16.12,12610,0.25214957,1012,25.8,54.9,0.1,0.0001,0.0031,0.3873,,,,
17:39.8,16.46,13070,0.26134773,1012,25.8,55,0.1,0.0001,0.0031,0.3936,,,,
17:59.6,16.79,13670,0.273345331,1012,25.9,54.9,0.1,0.0000,0.0032,0.3997,,,,
18:19.5,17.12,14140,0.282743451,1012,25.9,55.1,0.1,0.0000,0.0032,0.4057,,,,
18:38.0,17.43,14580,0.291541692,1012,25.9,55.1,0.1,0.0000,0.0033,0.4113,,,,
18:55.7,17.72,15100,0.301939612,1012,25.9,55,0.1,0.0000,0.0033,0.4165,,,,
19:09.8,17.96,15320,0.306338732,1012,26,54.9,0.1,0.0000,0.0034,0.4207,,,,
19:22.7,18.17,15700,0.313937213,1012,25.9,55,0.1,0.0000,0.0034,0.4244,,,,
19:35.7,18.39,16080,0.321535693,1012,25.9,55,0.1,0.0000,0.0034,0.4281,,,,
19:48.9,18.61,16310,0.326134773,1012,25.9,55.1,0.1,0.0000,0.0035,0.4319,,,,
20:02.4,18.83,16660,0.333133373,1012,25.9,55.1,0.1,0.0000,0.0035,0.4357,,,,
20:16.2,19.06,16890,0.337732454,1012,25.9,55.1,0.1,0.0000,0.0035,0.4396,,,,
20:30.4,19.30,17440,0.348730254,1012,25.9,55.1,0.1,0.0000,0.0035,0.4435,,,,
20:44.9,19.54,17560,0.351129774,1012,25.9,55,0.1,0.0000,0.0036,0.4475,,,,
21:00.0,19.79,17930,0.358528294,1012,25.9,55.1,0.1,0.0000,0.0036,0.4516,,,,
21:15.5,20.05,18400,0.367926415,1012,25.9,55.2,0.1,0.0000,0.0036,0.4558,,,,
21:31.6,20.32,18670,0.373325335,1012,25.8,55.3,0.1,0.0000,0.0037,0.4601,,,,
21:47.7,20.59,19130,0.382523495,1012,25.8,55.3,0.1,0.0000,0.0037,0.4643,,,,
22:03.8,20.86,19510,0.390121976,1012,25.9,55.3,0.1,0.0000,0.0037,0.4684,,,,
22:19.9,21.13,19720,0.394321136,1012,25.9,55.3,0.1,0.0000,0.0038,0.4726,,,,
22:36.1,21.39,19980,0.399520096,1012,25.9,55.3,0.1,0.0000,0.0038,0.4767,,,,
22:52.3,21.67,20440,0.408718256,1012,25.9,55.3,0.1,0.0000,0.0038,0.4808,,,,
23:08.6,21.94,20630,0.412517497,1012,25.9,55.3,0.1,0.0000,0.0039,0.4848,,,,
23:25.2,22.21,20820,0.416316737,1012,25.9,55.4,0.1,0.0000,0.0039,0.4889,,,,
23:41.5,22.48,21260,0.425114977,1012,25.9,55.3,0.1,0.0000,0.0039,0.4929,,,,
23:57.9,22.76,21480,0.429514097,1012,25.9,55.4,0.1,0.0000,0.0040,0.4969,,,,
24:14.5,23.04,21810,0.436112777,1012,25.9,55.4,0.1,0.0000,0.0040,0.5009,,,,
24:31.1,23.31,21940,0.438712258,1012,25.9,55.4,0.1,0.0000,0.0040,0.5048,,,,
24:47.6,23.59,22340,0.446710658,1012,25.9,55.4,0.1,0.0000,0.0041,0.5087,,,,
25:04.1,23.86,22740,0.454709058,1012,25.9,55.4,0.1,0.0000,0.0041,0.5125,,,,
25:20.8,24.14,23090,0.461707658,1012,25.9,55.4,0.1,0.0000,0.0041,0.5163,,,,
25:37.7,24.42,23420,0.468306339,1012,25.9,55.5,0.1,0.0000,0.0042,0.5201,,,,
25:54.4,24.70,23740,0.474705059,1012,25.9,55.4,0.1,0.0000,0.0042,0.5238,,,,
26:11.1,24.98,23800,0.475904819,1012,26,55.5,0.1,0.0000,0.0042,0.5275,,,,
26:27.9,25.26,24160,0.483103379,1012,25.9,55.5,0.1,0.0000,0.0042,0.5312,,,,
26:44.7,25.54,24500,0.48990202,1012,25.9,55.5,0.1,0.0000,0.0043,0.5349,,,,
27:01.5,25.82,24680,0.4935013,1012,25.9,55.6,0.1,0.0000,0.0043,0.5385,,,,
27:18.4,26.10,24990,0.49970006,1012,25.9,55.6,0.1,0.0000,0.0043,0.5421,,,,
27:35.4,26.38,25230,0.5044991,1012,25.9,55.7,0.1,0.0000,0.0044,0.5456,,,,
27:52.4,26.67,25570,0.51129774,1012,25.9,55.6,0.1,0.0000,0.0044,0.5492,,,,
28:09.4,26.95,25780,0.515496901,1012,25.9,55.6,0.1,0.0000,0.0044,0.5527,,,,
28:26.5,27.23,25850,0.516896621,1012,25.9,55.6,0.1,0.0000,0.0044,0.5561,,,,
28:43.6,27.52,26080,0.521495701,1012,25.9,55.7,0.1,0.0000,0.0045,0.5596,,,,
29:00.8,27.81,26590,0.531693661,1012,25.9,55.7,0.1,0.0000,0.0045,0.5630,,,,
29:18.0,28.09,26790,0.535692861,1012,25.9,55.7,0.1,0.0000,0.0045,0.5664,,,,
29:35.2,28.38,26980,0.539492102,1012,25.9,55.7,0.1,0.0000,0.0046,0.5698,,,,
29:52.4,28.67,27310,0.546090782,1012,25.9,55.8,0.1,0.0000,0.0046,0.5731,,,,
30:09.7,28.96,27410,0.548090382,1012,25.9,55.9,0.1,0.0000,0.0046,0.5764,,,,
30:27.2,29.25,27540,0.550689862,1012,25.8,55.9,0.1,0.0000,0.0046,0.5797,,,,
30:44.5,29.54,27840,0.556688662,1012,25.8,55.9,0.1,0.0000,0.0047,0.5830,,,,
31:02.0,29.83,27970,0.559288142,1012,25.8,55.9,0.1,0.0000,0.0047,0.5863,,,,
31:19.4,30.12,28150,0.562887423,1012,25.9,55.9,0.1,0.0000,0.0047,0.5895,,,,
31:37.0,30.41,28590,0.571685663,1012,25.9,55.9,0.1,0.0000,0.0047,0.5927,,,,
31:54.4,30.70,28700,0.573885223,1012,25.9,55.9,0.1,0.0000,0.0048,0.5958,,,,
32:11.9,30.99,29010,0.580083983,1012,25.9,55.8,0.1,0.0000,0.0048,0.5990,,,,
32:29.5,31.29,28970,0.579284143,1012,25.9,55.8,0.1,0.0000,0.0048,0.6021,,,,
32:47.2,31.58,29390,0.587682464,1012,25.9,55.9,0.1,0.0000,0.0048,0.6052,,,,
33:04.9,31.88,29320,0.586282743,1012,25.9,55.9,0.1,0.0000,0.0049,0.6083,,,,
33:22.6,32.17,29600,0.591881624,1012,25.9,56,0.1,0.0000,0.0049,0.6114,,,,
33:40.5,32.47,29880,0.597480504,1012,25.9,55.9,0.1,0.0000,0.0049,0.6144,,,,
33:58.3,32.77,30090,0.601679664,1012,25.9,55.9,0.1,0.0000,0.0049,0.6174,,,,
34:16.1,33.06,30380,0.607478504,1012,25.9,55.9,0.1,0.0000,0.0050,0.6204,,,,
34:34.0,33.36,30380,0.607478504,1012,25.9,56,0.1,0.0000,0.0050,0.6234,,,,
34:51.9,33.66,30670,0.613277345,1012,25.9,56,0.1,0.0000,0.0050,0.6263,,,,
35:09.8,33.96,30740,0.614677065,1012,25.9,56,0.1,0.0000,0.0050,0.6292,,,,
35:28.1,34.26,30920,0.618276345,1012,25.9,56,0.1,0.0000,0.0051,0.6322,,,,
35:46.1,34.56,30960,0.619076185,1012,25.9,56,0.1,0.0000,0.0051,0.6351,,,,
36:04.1,34.86,31470,0.629274145,1012,25.9,56,0.1,0.0000,0.0051,0.6379,,,,
36:22.3,35.16,31360,0.627074585,1012,25.9,56,0.1,0.0000,0.0051,0.6408,,,,
36:40.4,35.47,31690,0.633673265,1012,25.9,56,0.1,0.0000,0.0051,0.6436,,,,
36:58.6,35.77,31770,0.635272945,1012,25.9,56,0.1,0.0000,0.0052,0.6464,,,,
37:16.9,36.08,32100,0.641871626,1012,25.9,56,0.1,0.0000,0.0052,0.6492,,,,
37:35.2,36.38,32150,0.642871426,1012,25.9,55.9,0.1,0.0000,0.0052,0.6520,,,,
37:53.5,36.68,32370,0.647270546,1012,25.9,56,0.1,0.0000,0.0052,0.6547,,,,
38:11.8,36.99,32560,0.651069786,1012,25.9,56,0.1,0.0000,0.0053,0.6574,,,,
38:30.2,37.30,32480,0.649470106,1012,25.9,56,0.1,0.0000,0.0053,0.6602,,,,
38:48.6,37.60,32830,0.656468706,1012,25.9,56.1,0.1,0.0000,0.0053,0.6628,,,,
39:07.1,37.91,32790,0.655668866,1012,25.8,56.1,0.1,0.0000,0.0053,0.6655,,,,
39:25.7,38.22,33060,0.661067786,1012,25.9,56.1,0.1,0.0000,0.0053,0.6682,,,,
39:44.2,38.53,33140,0.662667467,1012,25.9,56.1,0.1,0.0000,0.0054,0.6709,,,,
40:02.7,38.84,33180,0.663467307,1012,25.9,56,0.1,0.0000,0.0054,0.6735,,,,
40:21.3,39.15,33490,0.669666067,1012,25.9,56,0.1,0.0000,0.0054,0.6761,,,,
40:40.0,39.46,33720,0.674265147,1012,25.9,56,0.1,0.0000,0.0054,0.6787,,,,
40:58.6,39.77,33640,0.672665467,1012,25.9,56.1,0.1,0.0000,0.0055,0.6813,,,,
41:17.2,40.08,34030,0.680463907,1012,25.9,56,0.1,0.0000,0.0055,0.6838,,,,
41:36.0,40.39,34150,0.682863427,1012,25.9,56,0.1,0.0000,0.0055,0.6863,,,,
41:54.7,40.71,34390,0.687662468,1012,25.9,56,0.1,0.0000,0.0055,0.6888,,,,
42:13.4,41.02,34310,0.686062787,1012,25.9,56,0.1,0.0000,0.0055,0.6913,,,,
42:32.4,41.33,34510,0.690061988,1012,25.9,56,0.1,0.0000,0.0056,0.6938,,,,
42:51.3,41.65,34750,0.694861028,1012,25.9,56,0.1,0.0000,0.0056,0.6962,,,,
43:10.3,41.96,34670,0.693261348,1012,25.9,56,0.1,0.0000,0.0056,0.6987,,,,
43:29.2,42.28,34990,0.699660068,1012,25.9,56,0.1,0.0000,0.0056,0.7011,,,,
43:48.2,42.60,35070,0.701259748,1012,25.9,56.1,0.1,0.0000,0.0056,0.7035,,,,
44:07.3,42.91,35280,0.705458908,1012,25.9,56.1,0.1,0.0000,0.0056,0.7059,,,,
44:26.4,43.23,35440,0.708658268,1012,25.9,56.1,0.1,0.0000,0.0057,0.7083,,,,
44:45.4,43.55,35320,0.706258748,1012,25.9,56,0.1,0.0000,0.0057,0.7106,,,,
45:04.6,43.87,35520,0.710257948,1012,25.9,56,0.1,0.0000,0.0057,0.7130,,,,
45:24.0,44.19,35650,0.712857429,1012,25.9,56,0.1,0.0000,0.0057,0.7153,,,,
45:43.5,44.52,35770,0.715256949,1012,25.9,56,0.1,0.0000,0.0057,0.7177,,,,
46:02.8,44.84,36010,0.720055989,1012,25.9,56,0.1,0.0000,0.0058,0.7200,,,,
46:22.1,45.16,36140,0.722655469,1012,26,56,0.1,0.0000,0.0058,0.7223,,,,
46:41.5,45.48,36350,0.726854629,1012,25.9,56,0.1,0.0000,0.0058,0.7245,,,,
47:00.8,45.81,36470,0.729254149,1012,25.9,56,0.1,0.0000,0.0058,0.7267,,,,
47:20.2,46.13,36470,0.729254149,1012,25.9,56.1,0.1,0.0000,0.0058,0.7289,,,,
47:39.6,46.45,36470,0.729254149,1012,25.9,56.2,0.1,0.0000,0.0058,0.7312,,,,
47:59.1,46.78,36860,0.737052589,1012,25.9,56.2,0.1,0.0000,0.0059,0.7334,,,,
48:18.5,47.10,36940,0.73865227,1012,25.9,56.1,0.1,0.0000,0.0059,0.7355,,,,
48:38.2,47.43,36860,0.737052589,1012,25.9,56.2,0.1,0.0000,0.0059,0.7377,,,,
48:57.8,47.76,37200,0.74385123,1012,25.9,56.2,0.1,0.0000,0.0059,0.7398,,,,
49:17.5,48.09,37070,0.74125175,1012,25.9,56,0.1,0.0000,0.0059,0.7420,,,,
49:37.3,48.41,37410,0.74805039,1012,25.9,56.1,0.1,0.0000,0.0060,0.7441,,,,
49:56.9,48.74,37330,0.74645071,1012,25.9,56,0.1,0.0000,0.0060,0.7462,,,,
