run_id,fmt,code,name,converged,n,p,RSS,R2,AdjR2,RMSE,chi2_red,AIC,AICc,W_AICc,AAD,params,stderr,message,t_b,t_E,t50,q_dyn_mol_per_kg,L_MTZ_m,efficiency
100ml_6g,B,M01,Yoon-Nelson / Thomas / BA (logistic),True,501,2,5.323421453171722,0.9211198454742531,0.9209617690122777,0.10328687847385645,0.010668179264873191,-2272.789426951924,-2272.7653305663816,9.85967654375977e-305,0.3517255816431645,k_YN=0.00163183;tau=3879.46,k_YN=5.88225e-05;tau=25.1634,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M02,Clark,True,501,3,3.7073397749889843,0.9450662441621367,0.9448456266688119,0.08619477146110681,0.007444457379495953,-2452.052053245885,-2452.0037635074546,9.85967654375977e-305,0.3314023673181354,r=0.0010611;A=0.414347;n=1.01,r=6.68157e-05;A=5.70753;n=0.134838,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M03,Fractal Clark,True,501,4,2.686194294159974,0.9601971358320175,0.959956877094585,0.07336998635761206,0.005404817493279626,-2611.4688155322424,-2611.388170370952,9.85967654375977e-305,0.3224474374994842,r=0.70656;A0=1e+06;n=1.01;h=0.793519,r=3.13821;A0=8.57475e+07;n=0.365582;h=0.519986,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M04,Modified Dose-Response (Yan),True,501,2,3.777106288987518,0.9440324741603932,0.9439203147899731,0.08700201883023237,0.0075693512805361084,-2444.7116062348937,-2444.6875098493515,9.85967654375977e-305,0.3540766469910899,a=5.42709;t50=3861.93,a=0.158564;t50=23.0078,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M05,"Wolborska (linearised, early)",True,9,2,7.890767399999999,-406.2435544104987,-464.42120504056993,1.0617214727574673,1.1272524857142856,2.8162193363437127,4.816219336343712,9.85967654375977e-305,32.91044907104581,slope=0.0208288;intercept=-50,slope=0;intercept=0,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M06,Gudermannian (Hu 2021),True,501,2,5.212551213743579,0.9227626726851605,0.9226078884620847,0.1022056476733052,0.010445994416319796,-2283.3338811036233,-2283.309784718081,9.85967654375977e-305,0.34901358171482,k=0.0013472;tau=3865.97,k=4.95382e-05;tau=24.8317,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M07,Error-Function (Hu 2021),True,501,2,5.533215360090885,0.9180112101836011,0.9178469039915843,0.10530245930676965,0.011088607936053879,-2253.4243445567154,-2253.400248171173,9.85967654375977e-305,0.3553689798885274,k=0.00068657;tau=3895.56,k=2.40729e-05;tau=25.5911,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M08,Tanh (Hu 2019),True,501,2,5.32342145608298,0.9211198454311154,0.9209617689690535,0.10328687850209907,0.010668179270707375,-2272.7894266779385,-2272.7653302923964,9.85967654375977e-305,0.3517147215916146,k=0.000816008;tau=3879.4,k=2.94164e-05;tau=25.1619,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M09,Log-Normal (Chu-Hashim),True,501,2,3.951736371484252,0.9414448811972286,0.9413275362697681,0.08899051278479019,0.007919311365699904,-2422.0679665533835,-2422.0438701678413,9.85967654375977e-305,0.36218605899385936,a=0.316734;b=8.26571,a=0.00884105;b=0.00613701,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M10,Fractal Gudermannian (Hu 2024),True,501,3,2.826290450614714,0.958121251634829,0.9579530638903906,0.07525894444294819,0.005675282029346816,-2587.998163098372,-2587.9498733599416,9.85967654375977e-305,0.3403876274781848,k0=1;tau0=3811.75;h=0.821322,k0=0.73414;tau0=23.6041;h=0.0876713,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M11,Fractal Error-Function (Hu 2024),True,501,3,2.794083689714761,0.9585984774751856,0.9584322063003872,0.07482891227094529,0.0056106098187043395,-2593.7400455518555,-2593.691755813425,9.85967654375977e-305,0.34590791623234185,k0=1;tau0=3831.25;h=0.904376,k0=0.686609;tau0=24.7338;h=0.0816178,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M12,Gompertz (Chu 2020),True,501,2,3.6904053401156895,0.9453171712869872,0.945207586459907,0.0859976853409403,0.007395601883999378,-2456.345770198532,-2456.32167381299,9.85967654375977e-305,0.33105029214150006,alpha_G=3.70304;beta_G=0.00105667,alpha_G=0.114948;beta_G=3.04377e-05,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M13,Log-Gompertz (Chu 2020),True,501,2,2.4303294298869997,0.9639884306241171,0.9639162631504179,0.06978824871776182,0.004870399659092184,-2665.6182218181493,-2665.594125432607,9.85967654375977e-305,0.3115178823904881,alpha_G=32.0917;beta_G=3.93804,alpha_G=0.7503;beta_G=0.0910544,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M14,Weibull (Chu 2021),True,501,2,5.885224913961783,0.9127952850031268,0.9126205260552372,0.1086003586722025,0.011794037903731028,-2222.5247326067256,-2222.5006362211834,9.85967654375977e-305,0.3919972527560774,tau=4370.5;k=3.68061,tau=32.2401;k=0.128898,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M15,Avrami (Singh),True,501,2,8.541232709935542,0.8734397112972024,0.8731860834641307,0.13083080225048724,0.017116698817506097,-2035.9220798960139,-2035.8979835104717,9.85967654375977e-305,0.5037072144231697,k=2.56157e-08;n=2.06074,k=4.68962e-09;n=0.016971,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M16,Klinkenberg,True,501,2,67.93620856606216,-0.00664932820442754,-0.008666661527482411,0.3689779214874716,0.13614470654521477,-997.0165097111873,-996.9924133256451,9.85967654375977e-305,0.8153571060864583,K_fa=1;K=8562.31,K_fa=0.0777101;K=854.849,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M17,Dima (wave erf),True,501,2,5.533215353086944,0.9180112102873825,0.9178469040955737,0.10530245924012376,0.011088607922017924,-2253.4243451908806,-2253.4002488053384,9.85967654375977e-305,0.35537282091209854,v_d=0.000256704;sigma_a=0.264379,v_d=1.68641e-06;sigma_a=0.00930923,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
100ml_6g,B,M18,Chern-Chien Langmuir,True,1,4,0.06882070188098978,,,0.2623370005946355,0.06882070188098978,5.3237493201289965,inf,,0.523417798472936,K_fa=0.00113611;K_L=1;q0=1;t12=3520.78,K_fa=0;K_L=0;q0=0;t12=0,converged,3124.8523489932886,,3520.7837837837837,0.0014706477479436086,,0.7268542813102219
